student_id,plan,date_start,date_end
266584,Annually,2022-03-15,2022-10-31
267358,Monthly,2022-03-15,2022-04-15
263479,Monthly,2022-03-15,2022-04-15
267413,Monthly,2022-03-15,2022-04-15
267418,Monthly,2022-03-15,2022-04-15
263783,Monthly,2022-03-15,2022-04-15
267432,Monthly,2022-03-15,2022-04-15
263690,Monthly,2022-03-15,2022-04-15
267048,Annually,2022-03-16,2022-10-31
263791,Monthly,2022-03-16,2022-04-16
267502,Monthly,2022-03-16,2022-07-29
260646,Monthly,2022-03-16,2022-04-16
267549,Monthly,2022-03-16,2022-07-29
267546,Monthly,2022-03-16,2022-04-16
267496,Annually,2022-03-16,2022-10-31
267487,Monthly,2022-03-16,2022-04-16
267613,Annually,2022-03-16,2022-10-31
267662,Monthly,2022-03-17,2022-04-17
267670,Annually,2022-03-17,2022-04-11
267064,Annually,2022-03-17,2022-10-31
267558,Annually,2022-03-17,2022-10-31
267106,Annually,2022-03-17,2022-10-31
263913,Monthly,2022-03-17,2022-04-17
261325,Monthly,2022-03-17,2022-04-17
266725,Monthly,2022-03-17,2022-04-17
261680,Annually,2022-03-17,2022-10-31
267721,Monthly,2022-03-18,2022-04-18
267778,Monthly,2022-03-18,2022-04-18
267765,Annually,2022-03-18,2022-10-31
267515,Annually,2022-03-18,2022-10-31
267843,Monthly,2022-03-18,2022-04-18
267854,Annually,2022-03-18,2022-10-31
267026,Annually,2022-03-18,2022-10-31
267916,Annually,2022-03-19,2022-10-31
267919,Annually,2022-03-19,2022-10-31
267930,Monthly,2022-03-19,2022-04-19
267840,Monthly,2022-03-19,2022-03-23
267443,Monthly,2022-03-19,2022-04-19
264254,Monthly,2022-03-19,2022-04-19
267812,Monthly,2022-03-19,2022-04-19
262270,Monthly,2022-03-19,2022-04-19
268046,Annually,2022-03-20,2022-04-15
268045,Monthly,2022-03-20,2022-04-20
261073,Monthly,2022-03-20,2022-04-20
268011,Annually,2022-03-20,2022-10-31
267089,Annually,2022-03-20,2022-03-28
264259,Monthly,2022-03-20,2022-04-20
267286,Annually,2022-03-20,2022-10-31
267949,Annually,2022-03-20,2022-10-31
267168,Annually,2022-03-21,2022-10-31
268152,Annually,2022-03-21,2022-10-31
264391,Monthly,2022-03-21,2022-04-21
268053,Annually,2022-03-21,2022-10-31
264417,Monthly,2022-03-21,2022-04-21
259491,Annually,2022-03-21,2022-10-31
268224,Annually,2022-03-21,2022-10-31
268226,Monthly,2022-03-21,2022-04-21
263934,Monthly,2022-03-21,2022-04-21
267114,Annually,2022-03-21,2022-10-31
262203,Annually,2022-03-22,2022-10-31
268257,Annually,2022-03-22,2022-10-31
264081,Annually,2022-03-22,2022-10-31
262761,Annually,2022-03-22,2022-10-31
261212,Monthly,2022-03-22,2022-04-22
261228,Monthly,2022-03-22,2022-04-22
268331,Annually,2022-03-22,2022-10-31
268337,Annually,2022-03-22,2022-10-31
268346,Annually,2022-03-22,2022-10-31
268344,Annually,2022-03-22,2022-10-31
268352,Annually,2022-03-22,2022-10-31
268373,Annually,2022-03-23,2022-10-31
268389,Annually,2022-03-23,2022-10-31
268357,Annually,2022-03-23,2022-10-31
268263,Annually,2022-03-23,2022-04-26
268408,Annually,2022-03-23,2022-10-31
268410,Annually,2022-03-23,2022-10-31
268412,Monthly,2022-03-23,2022-04-23
264472,Monthly,2022-03-23,2022-04-23
268293,Annually,2022-03-23,2022-10-31
267643,Annually,2022-03-23,2022-10-31
268348,Annually,2022-03-24,2022-10-31
267498,Monthly,2022-03-24,2022-04-24
268374,Annually,2022-03-24,2022-10-31
268461,Annually,2022-03-24,2022-10-31
268465,Annually,2022-03-24,2022-10-31
267391,Annually,2022-03-24,2022-10-31
268113,Monthly,2022-03-24,2022-04-24
268473,Annually,2022-03-24,2022-10-31
268477,Monthly,2022-03-24,2022-07-29
268480,Annually,2022-03-24,2022-10-31
268481,Monthly,2022-03-24,2022-07-29
268497,Monthly,2022-03-24,2022-03-25
264761,Monthly,2022-03-24,2022-04-24
268510,Annually,2022-03-24,2022-10-31
264888,Monthly,2022-03-25,2022-04-25
266012,Annually,2022-03-25,2022-10-31
268527,Annually,2022-03-25,2022-10-31
268420,Annually,2022-03-25,2022-10-31
268511,Annually,2022-03-25,2022-10-31
267898,Annually,2022-03-25,2022-10-31
268553,Annually,2022-03-25,2022-10-31
268558,Annually,2022-03-25,2022-10-31
268104,Annually,2022-03-25,2022-10-31
261990,Annually,2022-03-25,2022-10-31
268572,Annually,2022-03-25,2022-10-31
268129,Monthly,2022-03-25,2022-04-25
268574,Annually,2022-03-25,2022-10-31
268584,Annually,2022-03-25,2022-10-31
267195,Monthly,2022-03-25,2022-04-25
261724,Annually,2022-03-25,2022-10-31
264291,Monthly,2022-03-26,2022-04-26
268600,Annually,2022-03-26,2022-10-31
261491,Monthly,2022-03-26,2022-04-26
268321,Annually,2022-03-26,2022-10-31
268147,Annually,2022-03-26,2022-10-31
265101,Annually,2022-03-26,2022-10-31
268409,Monthly,2022-03-26,2022-04-26
267813,Annually,2022-03-26,2022-10-31
265130,Monthly,2022-03-26,2022-04-26
268641,Annually,2022-03-26,2022-10-31
265196,Monthly,2022-03-27,2022-04-27
259504,Annually,2022-03-27,2022-10-31
268545,Annually,2022-03-27,2022-10-31
268714,Annually,2022-03-27,2022-10-31
268715,Annually,2022-03-27,2022-10-31
265250,Monthly,2022-03-27,2022-04-27
265110,Monthly,2022-03-27,2022-04-27
259533,Annually,2022-03-27,2022-10-31
268742,Annually,2022-03-28,2022-10-31
268736,Annually,2022-03-28,2022-10-31
258930,Annually,2022-03-28,2022-10-31
261466,Monthly,2022-03-28,2022-04-28
268779,Annually,2022-03-28,2022-10-31
268764,Annually,2022-03-28,2022-10-31
264856,Annually,2022-03-28,2022-10-31
261582,Annually,2022-03-28,2022-10-31
268647,Annually,2022-03-28,2022-10-31
268796,Monthly,2022-03-28,2022-04-28
265182,Monthly,2022-03-28,2022-04-28
268827,Annually,2022-03-28,2022-10-31
268830,Annually,2022-03-28,2022-10-31
268768,Annually,2022-03-29,2022-10-31
268866,Annually,2022-03-29,2022-10-31
268718,Annually,2022-03-29,2022-10-31
268876,Annually,2022-03-29,2022-10-31
260356,Annually,2022-03-29,2022-10-31
268643,Annually,2022-03-29,2022-10-31
268877,Annually,2022-03-29,2022-10-31
268485,Annually,2022-03-29,2022-03-30
268701,Annually,2022-03-29,2022-03-30
268800,Annually,2022-03-29,2022-10-31
267812,Annually,2022-03-29,2022-10-31
262044,Annually,2022-03-29,2022-10-31
268897,Annually,2022-03-29,2022-10-31
268903,Annually,2022-03-29,2022-10-31
261200,Annually,2022-03-29,2022-10-31
265927,Annually,2022-03-29,2022-10-31
264368,Annually,2022-03-29,2022-10-31
268915,Annually,2022-03-29,2022-10-31
268923,Annually,2022-03-29,2022-10-31
268732,Annually,2022-03-30,2022-10-31
268892,Annually,2022-03-30,2022-10-31
268926,Annually,2022-03-30,2022-10-31
268792,Annually,2022-03-30,2022-10-31
268935,Annually,2022-03-30,2022-10-31
263453,Annually,2022-03-30,2022-10-31
268940,Annually,2022-03-30,2022-10-31
262112,Annually,2022-03-30,2022-10-31
268287,Annually,2022-03-30,2022-10-31
268962,Annually,2022-03-30,2022-10-31
263008,Annually,2022-03-30,2022-10-31
268990,Annually,2022-03-30,2022-10-31
260964,Annually,2022-03-30,2022-10-31
268989,Annually,2022-03-30,2022-10-31
268817,Annually,2022-03-30,2022-10-31
262386,Annually,2022-03-30,2022-10-31
269000,Annually,2022-03-30,2022-10-31
267936,Annually,2022-03-30,2022-10-31
263086,Annually,2022-03-30,2022-04-26
262580,Annually,2022-03-30,2022-10-31
268922,Annually,2022-03-30,2022-10-31
269012,Annually,2022-03-30,2022-10-31
269010,Annually,2022-03-30,2022-10-31
268978,Annually,2022-03-30,2022-10-31
269016,Annually,2022-03-30,2022-10-31
267959,Annually,2022-03-30,2022-10-31
269020,Annually,2022-03-30,2022-10-31
267089,Annually,2022-03-30,2022-04-05
269024,Annually,2022-03-30,2022-10-31
269027,Annually,2022-03-30,2022-10-31
269038,Annually,2022-03-30,2022-10-31
269040,Annually,2022-03-30,2022-10-31
269046,Annually,2022-03-30,2022-10-31
269047,Monthly,2022-03-30,2022-04-30
268618,Annually,2022-03-30,2022-10-31
263112,Annually,2022-03-30,2022-03-31
268516,Annually,2022-03-30,2022-10-31
269050,Annually,2022-03-30,2022-10-31
269030,Annually,2022-03-30,2022-10-31
269036,Annually,2022-03-31,2022-10-31
261104,Annually,2022-03-31,2022-10-31
269053,Annually,2022-03-31,2022-10-31
268908,Annually,2022-03-31,2022-10-31
269054,Annually,2022-03-31,2022-10-31
258956,Monthly,2022-03-31,2022-04-30
269056,Annually,2022-03-31,2022-10-31
262578,Annually,2022-03-31,2022-04-04
263252,Annually,2022-03-31,2022-10-31
263579,Annually,2022-03-31,2022-10-31
266477,Annually,2022-03-31,2022-10-31
268985,Annually,2022-03-31,2022-03-31
269066,Annually,2022-03-31,2022-10-31
269070,Annually,2022-03-31,2022-10-31
268825,Annually,2022-03-31,2022-10-31
268929,Annually,2022-03-31,2022-10-31
269068,Annually,2022-03-31,2022-10-31
264131,Annually,2022-03-31,2022-10-31
268805,Annually,2022-03-31,2022-10-31
262148,Annually,2022-03-31,2022-10-31
269120,Annually,2022-03-31,2022-10-31
265906,Monthly,2022-03-31,2022-04-30
269174,Annually,2022-04-01,2022-10-31
269188,Monthly,2022-04-01,2022-05-01
269204,Annually,2022-04-01,2022-10-31
265317,Monthly,2022-04-01,2022-05-01
262190,Monthly,2022-04-01,2022-05-01
265519,Monthly,2022-04-01,2022-05-01
268985,Annually,2022-04-01,2022-10-31
269314,Annually,2022-04-02,2022-10-31
259039,Monthly,2022-04-02,2022-05-02
265165,Annually,2022-04-02,2022-10-31
262421,Monthly,2022-04-03,2022-05-03
268556,Monthly,2022-04-03,2022-05-03
269220,Monthly,2022-04-03,2022-05-03
269485,Annually,2022-04-03,2022-10-31
269492,Annually,2022-04-03,2022-10-31
268390,Monthly,2022-04-03,2022-05-03
266112,Monthly,2022-04-04,2022-05-04
265176,Monthly,2022-04-04,2022-05-04
269549,Annually,2022-04-04,2022-10-31
268811,Annually,2022-04-04,2022-10-31
259026,Monthly,2022-04-04,2022-05-04
259258,Monthly,2022-04-04,2022-05-04
262677,Monthly,2022-04-04,2022-05-04
269013,Annually,2022-04-04,2022-10-31
269570,Monthly,2022-04-04,2022-05-04
269540,Annually,2022-04-04,2022-10-31
269594,Annually,2022-04-04,2022-10-31
269633,Monthly,2022-04-04,2022-05-04
265902,Monthly,2022-04-04,2022-05-04
269670,Annually,2022-04-05,2022-10-31
262792,Monthly,2022-04-05,2022-05-05
269518,Annually,2022-04-05,2022-10-31
267885,Monthly,2022-04-05,2022-05-05
269744,Monthly,2022-04-05,2022-05-05
265966,Monthly,2022-04-05,2022-05-05
264998,Annually,2022-04-05,2022-04-06
265878,Monthly,2022-04-05,2022-05-05
269771,Monthly,2022-04-06,2022-05-06
269796,Quarterly,2022-04-06,2022-07-06
266001,Monthly,2022-04-06,2022-05-06
264253,Monthly,2022-04-06,2022-05-06
262821,Monthly,2022-04-06,2022-05-06
262596,Monthly,2022-04-06,2022-05-06
269662,Annually,2022-04-06,2022-10-31
268529,Monthly,2022-04-06,2022-05-06
269843,Monthly,2022-04-06,2022-05-06
269862,Annually,2022-04-06,2022-10-31
269470,Annually,2022-04-06,2022-10-31
269646,Monthly,2022-04-07,2022-05-07
269894,Monthly,2022-04-07,2022-05-07
269896,Annually,2022-04-07,2022-10-31
269741,Annually,2022-04-07,2022-10-31
269908,Monthly,2022-04-07,2022-05-07
269909,Monthly,2022-04-07,2022-05-07
269924,Annually,2022-04-07,2022-10-31
269934,Annually,2022-04-07,2022-10-31
264732,Monthly,2022-04-07,2022-05-07
269955,Monthly,2022-04-07,2022-04-11
259884,Monthly,2022-04-07,2022-05-07
269978,Annually,2022-04-07,2022-10-31
269981,Monthly,2022-04-07,2022-05-07
265005,Annually,2022-04-07,2022-10-31
269653,Monthly,2022-04-07,2022-05-07
270003,Annually,2022-04-07,2022-10-31
270000,Monthly,2022-04-07,2022-05-07
264563,Monthly,2022-04-07,2022-05-07
262992,Monthly,2022-04-07,2022-05-07
269535,Monthly,2022-04-07,2022-05-07
263693,Monthly,2022-04-07,2022-05-07
270014,Annually,2022-04-08,2022-10-31
270022,Annually,2022-04-08,2022-10-31
259702,Monthly,2022-04-08,2022-05-08
266386,Monthly,2022-04-08,2022-05-08
264502,Monthly,2022-04-08,2022-05-08
270098,Annually,2022-04-08,2022-10-31
270099,Monthly,2022-04-08,2022-05-08
266402,Monthly,2022-04-08,2022-05-08
270107,Monthly,2022-04-08,2022-07-29
269289,Annually,2022-04-08,2022-10-31
266325,Monthly,2022-04-08,2022-05-08
269976,Monthly,2022-04-08,2022-05-08
266731,Annually,2022-04-08,2022-10-31
263104,Monthly,2022-04-08,2022-05-08
270135,Annually,2022-04-08,2022-10-31
270169,Monthly,2022-04-09,2022-07-29
269671,Annually,2022-04-09,2022-10-31
263076,Monthly,2022-04-09,2022-05-09
270175,Monthly,2022-04-09,2022-05-09
270197,Annually,2022-04-09,2022-10-31
270209,Monthly,2022-04-09,2022-05-09
270042,Monthly,2022-04-09,2022-05-09
269457,Annually,2022-04-09,2022-10-31
266455,Monthly,2022-04-09,2022-05-09
266366,Monthly,2022-04-09,2022-05-09
270263,Annually,2022-04-10,2022-10-31
270265,Annually,2022-04-10,2022-10-31
270179,Monthly,2022-04-10,2022-05-10
266548,Monthly,2022-04-10,2022-05-10
259860,Monthly,2022-04-10,2022-05-10
259965,Monthly,2022-04-10,2022-05-10
270240,Quarterly,2022-04-10,2022-07-10
270304,Monthly,2022-04-10,2022-04-11
263845,Monthly,2022-04-10,2022-05-10
270324,Annually,2022-04-10,2022-10-31
263210,Monthly,2022-04-10,2022-05-10
269519,Annually,2022-04-10,2022-10-31
261883,Monthly,2022-04-10,2022-05-10
270075,Annually,2022-04-10,2022-10-31
269501,Annually,2022-04-10,2022-10-31
266462,Monthly,2022-04-10,2022-05-10
266615,Monthly,2022-04-10,2022-05-10
270247,Monthly,2022-04-10,2022-05-10
266788,Monthly,2022-04-11,2022-05-11
264843,Annually,2022-04-11,2022-04-18
261828,Monthly,2022-04-11,2022-05-11
270363,Monthly,2022-04-11,2022-05-11
270455,Annually,2022-04-11,2022-10-31
270036,Monthly,2022-04-11,2022-05-11
270103,Monthly,2022-04-11,2022-05-11
269754,Annually,2022-04-11,2022-10-31
266894,Monthly,2022-04-12,2022-05-12
270517,Monthly,2022-04-12,2022-05-12
270518,Annually,2022-04-12,2022-10-31
270018,Monthly,2022-04-12,2022-05-12
260180,Monthly,2022-04-12,2022-05-12
260164,Quarterly,2022-04-12,2022-07-12
270596,Annually,2022-04-12,2022-10-31
265003,Monthly,2022-04-12,2022-05-12
270602,Monthly,2022-04-12,2022-04-13
270486,Monthly,2022-04-12,2022-05-12
262260,Monthly,2022-04-13,2022-05-13
270616,Monthly,2022-04-13,2022-05-13
270529,Annually,2022-04-13,2022-10-31
270648,Monthly,2022-04-13,2022-05-13
259996,Monthly,2022-04-13,2022-05-13
260173,Quarterly,2022-04-13,2022-07-13
270670,Monthly,2022-04-13,2022-04-18
270619,Monthly,2022-04-13,2022-05-13
270702,Monthly,2022-04-13,2022-07-29
270710,Monthly,2022-04-13,2022-05-13
269864,Annually,2022-04-13,2022-10-31
270700,Monthly,2022-04-13,2022-05-13
270738,Annually,2022-04-13,2022-10-31
266616,Monthly,2022-04-13,2022-05-13
269898,Annually,2022-04-14,2022-10-31
263481,Monthly,2022-04-14,2022-05-14
270749,Monthly,2022-04-14,2022-07-29
263483,Monthly,2022-04-14,2022-05-14
270757,Annually,2022-04-14,2022-04-14
270062,Annually,2022-04-14,2022-10-31
260465,Monthly,2022-04-14,2022-05-14
270784,Annually,2022-04-14,2022-10-31
265848,Monthly,2022-04-14,2022-05-14
267254,Monthly,2022-04-14,2022-05-14
270811,Monthly,2022-04-14,2022-05-14
269975,Annually,2022-04-14,2022-10-31
267358,Monthly,2022-04-15,2022-05-15
270898,Annually,2022-04-15,2022-10-31
267413,Monthly,2022-04-15,2022-05-15
270904,Monthly,2022-04-15,2022-07-29
270906,Monthly,2022-04-15,2022-05-15
270910,Monthly,2022-04-15,2022-07-29
270367,Annually,2022-04-15,2022-10-31
263690,Monthly,2022-04-15,2022-05-15
270931,Annually,2022-04-15,2022-10-31
263791,Monthly,2022-04-16,2022-05-16
269130,Monthly,2022-04-16,2022-05-16
270947,Annually,2022-04-16,2022-04-18
270957,Monthly,2022-04-16,2022-05-16
260646,Monthly,2022-04-16,2022-05-16
270244,Annually,2022-04-16,2022-10-31
267546,Monthly,2022-04-16,2022-05-16
271015,Annually,2022-04-16,2022-10-31
271029,Annually,2022-04-17,2022-10-31
270474,Annually,2022-04-17,2022-10-31
271035,Annually,2022-04-17,2022-10-31
271006,Monthly,2022-04-17,2022-05-17
271075,Monthly,2022-04-17,2022-05-17
271077,Monthly,2022-04-17,2022-05-17
271087,Monthly,2022-04-17,2022-05-17
271089,Monthly,2022-04-17,2022-05-17
263913,Monthly,2022-04-17,2022-05-17
270911,Annually,2022-04-17,2022-10-31
268242,Monthly,2022-04-17,2022-05-17
266725,Monthly,2022-04-17,2022-05-17
270848,Monthly,2022-04-18,2022-05-18
267721,Monthly,2022-04-18,2022-05-18
267843,Monthly,2022-04-18,2022-05-18
270824,Monthly,2022-04-18,2022-05-18
271220,Annually,2022-04-18,2022-10-31
271228,Monthly,2022-04-19,2022-05-19
267930,Monthly,2022-04-19,2022-05-19
270393,Monthly,2022-04-19,2022-05-19
267443,Monthly,2022-04-19,2022-04-20
271296,Monthly,2022-04-19,2022-05-19
262270,Quarterly,2022-04-19,2022-07-19
271310,Annually,2022-04-19,2022-10-31
264254,Monthly,2022-04-19,2022-05-19
270606,Annually,2022-04-19,2022-10-31
271326,Monthly,2022-04-20,2022-05-20
269984,Monthly,2022-04-20,2022-05-20
268863,Quarterly,2022-04-20,2022-07-20
271348,Annually,2022-04-20,2022-10-31
271388,Annually,2022-04-20,2022-10-31
271392,Monthly,2022-04-20,2022-05-20
271394,Monthly,2022-04-20,2022-07-29
270599,Monthly,2022-04-20,2022-05-20
271154,Annually,2022-04-20,2022-10-31
270968,Annually,2022-04-20,2022-10-31
264259,Monthly,2022-04-20,2022-05-20
271338,Monthly,2022-04-20,2022-05-20
271426,Monthly,2022-04-21,2022-05-21
271431,Monthly,2022-04-21,2022-07-29
268045,Monthly,2022-04-21,2022-05-21
264417,Monthly,2022-04-21,2022-05-21
263934,Monthly,2022-04-21,2022-05-21
270188,Monthly,2022-04-21,2022-05-21
264295,Monthly,2022-04-21,2022-05-21
271543,Annually,2022-04-22,2022-10-31
271557,Monthly,2022-04-22,2022-05-22
261212,Monthly,2022-04-22,2022-05-22
270744,Monthly,2022-04-22,2022-05-22
270930,Annually,2022-04-22,2022-10-31
271670,Annually,2022-04-23,2022-10-31
264514,Monthly,2022-04-23,2022-05-23
268412,Monthly,2022-04-23,2022-05-23
271094,Monthly,2022-04-23,2022-05-23
271720,Annually,2022-04-23,2022-10-31
267498,Monthly,2022-04-24,2022-05-24
271755,Annually,2022-04-24,2022-10-31
271300,Monthly,2022-04-24,2022-05-24
271760,Annually,2022-04-24,2022-10-31
268481,Monthly,2022-04-24,2022-07-29
264888,Monthly,2022-04-25,2022-05-25
271851,Annually,2022-04-25,2022-10-31
271197,Annually,2022-04-25,2022-10-31
271768,Annually,2022-04-25,2022-10-31
271787,Annually,2022-04-25,2022-10-31
271664,Monthly,2022-04-25,2022-05-25
268129,Monthly,2022-04-25,2022-05-25
267195,Monthly,2022-04-25,2022-05-25
264291,Monthly,2022-04-26,2022-05-26
271761,Annually,2022-04-26,2022-10-31
271083,Monthly,2022-04-26,2022-05-26
261491,Monthly,2022-04-26,2022-05-26
266811,Monthly,2022-04-26,2022-05-26
272001,Monthly,2022-04-26,2022-05-26
272017,Monthly,2022-04-26,2022-05-26
271991,Annually,2022-04-26,2022-10-31
265130,Monthly,2022-04-26,2022-05-26
272027,Monthly,2022-04-26,2022-05-26
272029,Annually,2022-04-26,2022-10-31
271951,Annually,2022-04-26,2022-10-31
272035,Annually,2022-04-26,2022-10-31
271950,Monthly,2022-04-26,2022-05-26
271371,Annually,2022-04-26,2022-10-31
262487,Annually,2022-04-26,2022-10-31
271896,Annually,2022-04-26,2022-10-31
272063,Annually,2022-04-26,2022-10-31
272077,Monthly,2022-04-27,2022-05-03
272083,Monthly,2022-04-27,2022-05-27
265196,Monthly,2022-04-27,2022-05-27
272127,Annually,2022-04-27,2022-05-03
265110,Monthly,2022-04-27,2022-05-27
271488,Annually,2022-04-27,2022-10-31
271519,Annually,2022-04-27,2022-10-31
271243,Annually,2022-04-28,2022-10-31
272191,Monthly,2022-04-28,2022-05-28
272198,Monthly,2022-04-28,2022-05-28
272199,Monthly,2022-04-28,2022-05-28
261466,Monthly,2022-04-28,2022-05-28
271792,Annually,2022-04-28,2022-05-23
270833,Annually,2022-04-28,2022-10-31
272255,Monthly,2022-04-28,2022-05-28
268796,Monthly,2022-04-28,2022-05-28
271617,Annually,2022-04-28,2022-10-31
271872,Annually,2022-04-28,2022-10-31
265182,Monthly,2022-04-28,2022-05-09
271903,Annually,2022-04-28,2022-10-31
264502,Monthly,2022-04-28,2022-05-28
271465,Monthly,2022-04-29,2022-05-29
270671,Annually,2022-04-29,2022-10-31
272365,Monthly,2022-04-29,2022-05-16
269872,Monthly,2022-04-29,2022-05-29
265250,Monthly,2022-04-29,2022-05-29
258956,Monthly,2022-04-30,2022-05-30
272425,Annually,2022-04-30,2022-10-31
270509,Monthly,2022-04-30,2022-05-30
265906,Monthly,2022-04-30,2022-05-30
272463,Annually,2022-04-30,2022-10-31
272472,Monthly,2022-04-30,2022-05-30
272490,Monthly,2022-05-01,2022-05-09
269188,Monthly,2022-05-01,2022-06-01
272157,Monthly,2022-05-01,2022-06-01
272437,Monthly,2022-05-01,2022-06-01
271800,Annually,2022-05-01,2022-10-31
265519,Monthly,2022-05-01,2022-06-01
272543,Monthly,2022-05-01,2022-06-01
261608,Quarterly,2022-05-02,2022-08-02
259039,Monthly,2022-05-02,2022-06-02
272659,Annually,2022-05-03,2022-10-31
272510,Annually,2022-05-03,2022-10-31
262421,Monthly,2022-05-03,2022-06-03
269220,Monthly,2022-05-03,2022-06-03
272696,Monthly,2022-05-03,2022-06-03
270725,Monthly,2022-05-03,2022-06-03
266395,Monthly,2022-05-03,2022-06-03
272261,Monthly,2022-05-03,2022-06-03
272717,Monthly,2022-05-03,2022-06-03
272359,Annually,2022-05-03,2022-10-31
272128,Annually,2022-05-03,2022-10-31
265176,Monthly,2022-05-04,2022-06-04
272759,Monthly,2022-05-04,2022-05-16
259026,Monthly,2022-05-04,2022-06-04
262677,Monthly,2022-05-04,2022-06-04
259258,Monthly,2022-05-04,2022-06-04
263307,Annually,2022-05-04,2022-10-31
269570,Monthly,2022-05-04,2022-06-04
272452,Annually,2022-05-04,2022-10-31
272616,Monthly,2022-05-04,2022-06-04
272838,Annually,2022-05-04,2022-10-31
272596,Monthly,2022-05-05,2022-06-05
272282,Annually,2022-05-05,2022-10-31
270009,Monthly,2022-05-05,2022-06-05
272283,Annually,2022-05-05,2022-10-31
272902,Monthly,2022-05-05,2022-06-05
272903,Monthly,2022-05-05,2022-06-05
272912,Monthly,2022-05-05,2022-07-29
267885,Monthly,2022-05-05,2022-06-05
265966,Monthly,2022-05-05,2022-06-05
269744,Monthly,2022-05-05,2022-06-05
272924,Monthly,2022-05-05,2022-07-29
265878,Monthly,2022-05-05,2022-06-05
272909,Annually,2022-05-05,2022-10-31
269771,Monthly,2022-05-06,2022-06-06
272961,Annually,2022-05-06,2022-05-25
266001,Monthly,2022-05-06,2022-06-06
272983,Annually,2022-05-06,2022-10-31
262643,Quarterly,2022-05-06,2022-05-23
262821,Monthly,2022-05-06,2022-06-06
262596,Monthly,2022-05-06,2022-06-06
272991,Annually,2022-05-06,2022-10-31
265578,Annually,2022-05-06,2022-10-31
273017,Monthly,2022-05-06,2022-06-06
263309,Annually,2022-05-06,2022-05-26
272965,Monthly,2022-05-06,2022-06-06
269894,Monthly,2022-05-07,2022-06-07
269646,Monthly,2022-05-07,2022-06-07
273034,Monthly,2022-05-07,2022-06-07
272979,Monthly,2022-05-07,2022-06-07
269908,Monthly,2022-05-07,2022-06-07
269909,Monthly,2022-05-07,2022-05-16
264732,Monthly,2022-05-07,2022-06-07
259884,Monthly,2022-05-07,2022-06-07
269981,Monthly,2022-05-07,2022-06-07
273112,Monthly,2022-05-07,2022-07-29
273117,Monthly,2022-05-07,2022-06-07
269653,Monthly,2022-05-07,2022-06-07
273126,Annually,2022-05-07,2022-10-31
270000,Monthly,2022-05-07,2022-06-07
271806,Monthly,2022-05-07,2022-06-07
263693,Monthly,2022-05-07,2022-06-07
273131,Annually,2022-05-08,2022-10-31
272865,Monthly,2022-05-08,2022-06-08
273164,Monthly,2022-05-08,2022-06-08
259702,Monthly,2022-05-08,2022-06-08
273196,Monthly,2022-05-08,2022-05-12
266402,Monthly,2022-05-08,2022-06-08
273214,Annually,2022-05-08,2022-10-31
266325,Monthly,2022-05-08,2022-06-08
272842,Monthly,2022-05-08,2022-06-08
269976,Monthly,2022-05-08,2022-06-08
263104,Monthly,2022-05-08,2022-06-08
273235,Annually,2022-05-08,2022-10-31
269843,Monthly,2022-05-09,2022-06-09
263076,Monthly,2022-05-09,2022-06-09
270175,Monthly,2022-05-09,2022-06-09
272906,Annually,2022-05-09,2022-10-31
270042,Monthly,2022-05-09,2022-06-09
266455,Monthly,2022-05-09,2022-06-09
266366,Monthly,2022-05-09,2022-06-09
272755,Annually,2022-05-10,2022-10-31
259965,Monthly,2022-05-10,2022-06-10
261189,Monthly,2022-05-10,2022-06-10
259860,Monthly,2022-05-10,2022-06-10
273371,Monthly,2022-05-10,2022-06-10
263210,Monthly,2022-05-10,2022-06-10
269633,Monthly,2022-05-10,2022-06-10
261883,Monthly,2022-05-10,2022-06-10
266462,Monthly,2022-05-10,2022-06-10
273499,Annually,2022-05-11,2022-10-31
272977,Quarterly,2022-05-11,2022-08-11
266788,Monthly,2022-05-11,2022-06-11
272059,Annually,2022-05-11,2022-05-27
273423,Monthly,2022-05-11,2022-06-11
261828,Monthly,2022-05-11,2022-06-11
260833,Monthly,2022-05-11,2022-06-11
270036,Monthly,2022-05-11,2022-06-11
270103,Monthly,2022-05-11,2022-06-11
266894,Monthly,2022-05-12,2022-06-12
273628,Annually,2022-05-12,2022-10-31
273060,Annually,2022-05-12,2022-10-31
270018,Monthly,2022-05-12,2022-06-12
270517,Monthly,2022-05-12,2022-06-12
273654,Monthly,2022-05-12,2022-06-12
260180,Monthly,2022-05-12,2022-06-12
265317,Monthly,2022-05-12,2022-06-12
273684,Annually,2022-05-12,2022-05-16
273695,Monthly,2022-05-12,2022-06-12
273671,Monthly,2022-05-12,2022-06-12
272923,Annually,2022-05-12,2022-10-31
270363,Monthly,2022-05-12,2022-06-12
273630,Annually,2022-05-12,2022-10-31
270460,Monthly,2022-05-12,2022-06-12
269064,Annually,2022-05-12,2022-10-31
270616,Monthly,2022-05-13,2022-06-13
262260,Monthly,2022-05-13,2022-06-13
263483,Monthly,2022-05-13,2022-06-13
273763,Annually,2022-05-13,2022-10-31
270648,Monthly,2022-05-13,2022-06-13
259996,Monthly,2022-05-13,2022-06-13
273839,Annually,2022-05-13,2022-10-31
272918,Monthly,2022-05-13,2022-06-13
270710,Monthly,2022-05-13,2022-06-13
270700,Monthly,2022-05-13,2022-05-16
269535,Monthly,2022-05-13,2022-06-13
266616,Monthly,2022-05-13,2022-06-13
