student_id,course_id,week_no,total_minutes,year_no
263293,16,42,0.18,2022
263293,21,9,83.51,2022
263293,21,10,83.86,2022
263293,21,11,61.77,2022
263293,21,33,11.28,2022
263293,21,34,122.38,2022
263293,22,43,47.37,2022
263293,23,8,80.34,2022
263293,23,9,153.99,2022
263293,24,34,227.42,2022
263293,28,28,80.15,2022
263293,28,29,58.9,2022
263293,35,15,5.7,2022
263293,35,16,121.14,2022
263293,37,43,124.73,2022
263293,37,44,25.78,2022
263293,46,7,47.16,2022
263293,46,8,234.35,2022
263295,15,6,65.22,2022
263295,15,7,52,2022
263295,15,10,32.33,2022
263295,15,11,36.65,2022
263295,15,27,40.1,2022
263296,7,6,47.93,2022
263296,7,19,90.52,2022
263296,23,13,132.15,2022
263296,23,28,49.85,2022
263296,23,35,33.72,2022
263296,46,19,95.52,2022
263296,46,21,72.55,2022
263298,7,6,2.65,2022
263299,3,6,0.53,2022
263299,5,6,0.15,2022
263300,7,6,111.38,2022
263300,21,6,39.08,2022
263300,21,7,139.59,2022
263300,21,8,15.36,2022
263300,21,9,15.85,2022
263300,45,22,0.9,2022
263301,7,6,9.98,2022
263301,34,6,21.57,2022
263301,34,7,42.82,2022
263303,14,6,18.97,2022
263304,7,6,11.92,2022
263307,7,18,62.62,2022
263307,7,24,58.29,2022
263307,7,27,26.95,2022
263307,7,28,250.72,2022
263307,16,38,39.42,2022
263307,16,39,261.37,2022
263307,21,29,59.64,2022
263307,21,30,16.27,2022
263307,21,31,35.72,2022
263307,21,32,26.2,2022
263307,21,38,13.28,2022
263309,2,35,27.88,2022
263309,2,36,9.97,2022
263309,3,15,5.5,2022
263309,14,22,13.8,2022
263309,23,18,30.62,2022
263309,23,31,95.38,2022
263309,23,32,153.04,2022
263309,23,34,104.83,2022
263309,28,17,103.65,2022
263309,28,18,8.77,2022
263309,28,19,16.22,2022
263309,28,20,38.32,2022
263309,28,23,7.05,2022
263309,30,17,26.42,2022
263309,30,20,6.05,2022
263309,32,21,38.85,2022
263309,32,22,42.85,2022
263309,32,24,78.23,2022
263309,32,25,52.85,2022
263309,32,29,32.1,2022
263309,32,30,86.99,2022
263309,34,15,57.08,2022
263310,28,6,0.05,2022
263314,7,6,1.2,2022
263317,36,6,0.17,2022
263319,7,6,35.35,2022
263320,23,6,0.22,2022
263321,7,6,91.6,2022
263321,7,7,21.7,2022
263321,13,31,5.4,2022
263321,14,16,13.98,2022
263321,14,17,29.3,2022
263321,14,19,128,2022
263321,14,20,61.01,2022
263321,14,21,69.28,2022
263321,14,22,51.38,2022
263321,14,25,28.35,2022
263321,14,26,19.81,2022
263321,14,29,95.26,2022
263321,14,34,101.67,2022
263321,14,35,41.54,2022
263321,14,36,8.13,2022
263321,14,40,35.77,2022
263321,14,41,24.7,2022
263321,16,13,22.97,2022
263321,21,7,55.79,2022
263321,21,8,25.72,2022
263321,21,11,21.58,2022
263321,23,7,27.6,2022
263321,23,8,37.53,2022
263321,25,20,17.5,2022
263321,28,19,2.95,2022
263321,28,29,39.48,2022
263321,28,30,13.1,2022
263321,28,36,90.53,2022
263322,42,6,0.1,2022
263323,7,6,34.91,2022
263324,42,6,46.98,2022
263328,7,6,0.18,2022
263328,14,6,1.23,2022
263331,13,6,0.2,2022
263332,7,6,0.17,2022
263333,7,6,0.05,2022
263333,21,6,1.45,2022
263334,7,6,0.17,2022
263336,7,6,1.15,2022
263340,7,6,41.02,2022
263340,23,6,5.67,2022
263343,28,6,0.32,2022
263347,24,6,8.82,2022
263349,7,6,1.42,2022
263351,7,6,0.2,2022
263352,7,6,3.85,2022
263353,7,6,30.08,2022
263354,3,33,0.28,2022
263354,4,6,0.77,2022
263354,4,33,0.65,2022
263354,5,6,22.6,2022
263354,5,33,4.85,2022
263354,7,6,0.27,2022
263354,11,6,19.92,2022
263354,14,6,0.18,2022
263354,16,6,0.25,2022
263354,16,33,0.32,2022
263354,19,33,2.5,2022
263354,20,6,4.85,2022
263354,20,33,40.17,2022
263354,21,6,0.18,2022
263354,22,6,0.15,2022
263354,25,33,48.87,2022
263354,26,6,16.98,2022
263354,29,6,0.73,2022
263354,29,33,1.88,2022
263354,30,6,0.48,2022
263354,30,33,1.85,2022
263354,32,6,0.33,2022
263354,34,6,0.38,2022
263354,34,33,1.83,2022
263354,37,6,0.07,2022
263354,43,6,0.12,2022
263354,44,6,0.05,2022
263354,45,6,0.25,2022
263354,46,6,0.07,2022
263354,48,33,0.18,2022
263354,53,33,0.32,2022
263355,23,7,87.92,2022
263355,23,8,42.46,2022
263356,7,6,18.4,2022
263358,2,6,3.33,2022
263360,16,6,0.15,2022
263361,7,12,5.95,2022
263361,21,12,1.03,2022
263363,7,7,160.76,2022
263363,16,7,0.78,2022
263363,16,8,34.65,2022
263363,16,9,9.05,2022
263363,21,7,0.32,2022
263363,21,8,37.97,2022
263363,24,7,0.18,2022
263363,25,7,12.15,2022
263363,32,8,6.23,2022
263363,45,7,1.78,2022
263364,7,6,121.44,2022
263364,7,7,9.12,2022
263364,14,6,0.2,2022
263364,14,8,0.43,2022
263364,23,7,59.98,2022
263364,23,8,0.55,2022
263364,23,10,0.22,2022
263367,7,6,40.3,2022
263367,28,6,26.22,2022
263368,2,16,124.38,2022
263368,2,17,27.67,2022
263368,7,7,110.28,2022
263368,14,7,7.13,2022
263368,14,12,136.49,2022
263368,16,16,113.93,2022
263368,16,17,54.08,2022
263368,21,7,65.74,2022
263368,21,8,25.98,2022
263368,25,10,20.22,2022
263368,28,10,152.06,2022
263368,28,11,37.68,2022
263368,29,13,104.67,2022
263368,42,15,59.95,2022
263368,42,16,7.02,2022
263369,7,6,1.52,2022
263370,3,7,0.33,2022
263370,37,7,0.17,2022
263371,7,6,1.18,2022
263373,7,6,19.33,2022
263373,14,6,0.4,2022
263373,25,6,1.7,2022
263376,7,6,0.27,2022
263378,7,6,0.08,2022
263379,22,6,19.05,2022
263380,7,7,0.85,2022
263380,21,7,1.48,2022
263380,37,7,0.32,2022
263381,7,7,13.88,2022
263381,16,10,43.68,2022
263385,42,6,0.1,2022
263386,23,6,64.76,2022
263386,23,13,21.67,2022
263386,23,14,9.12,2022
263386,28,9,8.27,2022
263387,7,6,0.72,2022
263387,13,6,0.17,2022
263388,7,6,43.42,2022
263388,7,7,79.2,2022
263388,16,9,120.97,2022
263388,16,10,132.87,2022
263388,16,15,14.95,2022
263388,21,7,67.55,2022
263388,21,8,19.78,2022
263388,23,8,195.79,2022
263388,23,9,44.72,2022
263388,25,10,17.63,2022
263391,7,6,1.03,2022
263392,7,6,70.32,2022
263392,7,7,39.73,2022
263392,21,8,2.82,2022
263392,21,31,3.88,2022
263392,23,8,0.1,2022
263392,23,9,5.37,2022
263392,23,14,1.17,2022
263392,23,15,27.01,2022
263392,23,24,23.5,2022
263392,42,7,3.17,2022
263392,42,9,45.85,2022
263392,42,10,11.58,2022
263392,42,11,8.55,2022
263392,42,12,31.45,2022
263392,42,13,92.45,2022
263392,42,14,103.63,2022
263392,46,7,116.58,2022
263392,46,8,79.75,2022
263392,46,9,81.25,2022
263393,7,7,8.15,2022
263393,29,7,0.45,2022
263395,7,8,5.15,2022
263396,7,6,0.45,2022
263399,15,6,0.37,2022
263399,42,6,0.32,2022
263402,16,6,0.12,2022
263406,7,6,50.95,2022
263408,37,6,5,2022
263409,7,6,7.5,2022
263410,7,6,2.12,2022
263412,35,6,5.63,2022
263415,7,6,33.17,2022
263415,7,7,7.45,2022
263417,13,6,0.07,2022
263418,15,6,0.72,2022
263419,7,6,31.07,2022
263419,42,6,2.27,2022
263420,7,6,4.98,2022
263421,23,6,0.37,2022
263422,7,6,0.37,2022
263422,7,8,0.17,2022
263423,23,6,1.88,2022
263425,39,6,1.7,2022
263426,7,6,0.63,2022
263428,7,6,6,2022
263431,41,6,26.68,2022
263434,42,6,0.5,2022
263438,7,6,20.95,2022
263438,7,7,23.2,2022
263438,23,26,25.02,2022
263438,50,29,6.12,2022
263441,2,33,79.3,2022
263441,7,6,1.2,2022
263441,7,29,8.93,2022
263441,21,41,4.42,2022
263441,37,41,0.5,2022
263441,42,6,15.9,2022
263444,29,6,29.36,2022
263447,34,6,45.73,2022
263448,23,6,0.78,2022
263448,23,7,0.93,2022
263448,23,9,4.87,2022
263449,7,7,2.58,2022
263450,7,6,1.18,2022
263451,20,7,0.25,2022
263451,22,6,3.83,2022
263454,16,6,2.38,2022
263454,22,6,0.07,2022
263455,15,6,8.55,2022
263456,7,24,151.01,2022
263456,12,6,0.57,2022
263456,14,34,46.2,2022
263456,14,41,0.85,2022
263456,21,26,3.17,2022
263456,21,28,43.09,2022
263456,21,34,14.63,2022
263456,21,42,40.98,2022
263456,23,6,1.07,2022
263456,23,21,0.7,2022
263456,23,24,0.77,2022
263456,23,25,95.93,2022
263456,23,26,10,2022
263456,23,27,150.65,2022
263456,23,42,0.72,2022
263456,53,21,0.87,2022
263457,14,6,3.9,2022
263458,2,6,0.55,2022
263459,27,6,0.05,2022
263464,7,6,57.53,2022
263466,7,6,31.9,2022
263468,21,6,15.98,2022
263470,2,9,18.63,2022
263470,13,9,18.97,2022
263472,7,6,43.45,2022
263472,7,19,63.63,2022
263472,21,19,68.58,2022
263474,46,6,8.31,2022
263477,45,7,30.27,2022
263479,2,11,4.97,2022
263479,2,12,0.83,2022
263479,3,6,0.27,2022
263479,7,6,43.77,2022
263479,7,7,65.5,2022
263479,12,11,208.9,2022
263479,13,10,19.28,2022
263479,13,11,36.25,2022
263479,14,11,312.47,2022
263479,21,6,0.08,2022
263479,23,6,0.08,2022
263479,23,10,222.42,2022
263479,28,11,3.18,2022
263479,42,6,0.13,2022
263479,42,8,136.22,2022
263479,42,9,153.64,2022
263479,46,6,0.15,2022
263479,46,7,226.96,2022
263479,46,8,28.52,2022
263480,2,10,150.37,2022
263480,3,41,0.13,2022
263480,7,6,66.75,2022
263480,13,7,0.83,2022
263480,14,11,232.59,2022
263480,14,12,141.92,2022
263480,14,13,112.08,2022
263480,14,14,145.5,2022
263480,16,8,376.63,2022
263480,16,9,292.89,2022
263480,20,7,73.68,2022
263480,21,7,2.12,2022
263480,21,9,11.22,2022
263480,21,14,45.03,2022
263480,22,9,41.9,2022
263480,23,6,7.53,2022
263480,23,7,257.32,2022
263480,24,9,56.9,2022
263480,28,8,0.32,2022
263480,28,10,326.85,2022
263480,28,11,10.05,2022
263480,30,9,43.8,2022
263480,30,10,31.22,2022
263480,32,13,0.68,2022
263480,35,7,75.07,2022
263480,35,8,31.32,2022
263480,35,9,0.12,2022
263480,37,13,2.2,2022
263480,41,14,1.87,2022
263480,51,14,11.67,2022
263481,16,6,25.38,2022
263481,16,7,19.12,2022
263482,7,6,10.9,2022
263482,7,7,0.47,2022
263482,7,13,0.42,2022
263482,7,14,8.23,2022
263482,34,13,0.15,2022
263482,34,14,17.7,2022
263482,34,18,21.13,2022
263482,34,19,11.27,2022
263482,34,20,1.1,2022
263482,45,18,1.35,2022
263483,7,6,9.97,2022
263483,14,6,0.9,2022
263483,23,6,2.1,2022
263484,7,6,2.87,2022
263484,35,6,13.93,2022
263484,35,7,7.05,2022
263485,36,6,3.87,2022
263486,22,6,5.8,2022
263486,39,6,0.67,2022
263488,23,6,1.83,2022
263489,7,6,3.87,2022
263491,27,6,5.5,2022
263491,28,6,84.03,2022
263491,39,6,6.53,2022
263494,3,21,5.03,2022
263494,4,21,2.93,2022
263494,28,17,35.27,2022
263494,28,18,207.37,2022
263494,28,19,315.99,2022
263494,28,20,216.4,2022
263494,28,21,14.85,2022
263494,45,19,0.2,2022
263496,7,6,34.93,2022
263496,7,8,5.95,2022
263496,7,10,10.78,2022
263496,7,14,73.75,2022
263496,7,39,17.27,2022
263496,11,17,3.2,2022
263496,14,17,53.65,2022
263496,14,28,117.05,2022
263496,14,29,107.76,2022
263496,14,30,80.52,2022
263496,14,31,49.1,2022
263496,14,32,25.2,2022
263496,14,33,52.15,2022
263496,14,34,3.7,2022
263496,14,35,47.83,2022
263496,14,36,26.45,2022
263496,14,37,90.87,2022
263496,14,38,0.05,2022
263496,16,7,19.24,2022
263496,16,8,33.73,2022
263496,16,15,40.82,2022
263496,16,16,57.2,2022
263496,16,17,57.25,2022
263496,16,25,0.78,2022
263496,16,41,10.4,2022
263496,20,38,37.51,2022
263496,22,7,3.62,2022
263496,23,13,18.84,2022
263496,23,14,16.58,2022
263496,23,17,30.48,2022
263496,25,30,10.52,2022
263496,26,38,15.77,2022
263496,26,39,23.22,2022
263496,30,41,24.08,2022
263496,35,7,7.02,2022
263496,35,38,5.37,2022
263496,35,39,82.64,2022
263496,35,40,24.02,2022
263496,42,14,4.3,2022
263496,42,29,205,2022
263496,42,30,99.1,2022
263496,46,30,64.27,2022
263497,7,6,9.42,2022
263497,7,7,38.13,2022
263497,7,8,61.49,2022
263497,21,8,14.37,2022
263497,21,9,5.82,2022
263497,21,10,21.85,2022
263497,21,11,15.28,2022
263497,21,12,21.04,2022
263498,16,6,15.6,2022
263499,7,6,35.32,2022
263501,7,12,18.87,2022
263501,14,12,0.7,2022
263501,45,12,5.05,2022
263501,45,19,28.75,2022
263506,7,6,18.75,2022
263506,7,7,18.13,2022
263509,23,6,54.55,2022
263511,7,6,0.35,2022
263514,14,6,2.57,2022
263514,14,9,2.63,2022
263515,24,7,59.05,2022
263519,7,6,43.9,2022
263519,13,33,8.74,2022
263519,21,6,1.68,2022
263519,45,10,0.7,2022
263521,20,39,0.08,2022
263521,35,7,0.32,2022
263521,35,39,18.52,2022
263522,7,10,36.02,2022
263522,7,11,4.15,2022
263524,7,6,18.35,2022
263526,7,6,1.83,2022
263526,7,7,50.98,2022
263526,22,7,6.15,2022
263526,22,30,17.52,2022
263529,7,6,6.65,2022
263529,7,10,72.02,2022
263529,7,11,198.82,2022
263529,23,20,236.49,2022
263529,23,21,44.52,2022
263529,46,11,35.07,2022
263529,46,14,42.67,2022
263529,46,15,64.4,2022
263530,7,6,0.65,2022
263531,7,7,117.48,2022
263531,14,11,140.81,2022
263531,14,13,182.46,2022
263531,14,14,88.1,2022
263531,14,15,15.85,2022
263531,16,8,260.27,2022
263531,16,9,112.36,2022
263531,16,10,249.41,2022
263531,16,11,67.08,2022
263531,16,12,5.58,2022
263531,21,7,222.6,2022
263531,22,11,83.75,2022
263531,23,23,94.18,2022
263531,23,39,2.05,2022
263531,24,7,135.58,2022
263531,24,8,131.33,2022
263531,37,19,10.17,2022
263531,42,7,72.57,2022
263531,46,21,53.61,2022
263532,32,6,52.55,2022
263533,7,6,0.2,2022
263534,7,7,10.65,2022
263535,30,6,6.95,2022
263535,30,34,12.78,2022
263535,30,35,40.2,2022
263536,7,7,4.03,2022
263536,16,8,0.83,2022
263536,21,7,11.91,2022
263536,21,10,17.75,2022
263536,21,33,17.53,2022
263536,24,7,7.73,2022
263537,7,6,0.6,2022
263540,7,6,40.58,2022
263540,23,8,100.15,2022
263540,23,9,0.33,2022
263541,35,6,0.15,2022
263542,7,6,0.2,2022
263542,7,8,1.92,2022
263543,7,6,0.87,2022
263545,7,6,30.73,2022
263545,7,7,51.22,2022
263545,7,8,38.22,2022
263545,42,8,7.98,2022
263549,7,6,27.38,2022
263549,7,7,12.5,2022
263549,21,7,67.51,2022
263549,22,7,11.7,2022
263549,24,7,32.9,2022
263549,37,7,75.57,2022
263550,7,6,12.28,2022
263550,16,6,0.38,2022
263551,7,6,34.03,2022
263551,7,7,86.81,2022
263551,23,7,54.9,2022
263551,23,9,62.95,2022
263553,7,7,1.38,2022
263557,23,6,1.3,2022
263561,7,6,0.17,2022
263562,23,6,5.4,2022
263562,42,6,0.17,2022
263562,42,7,8.58,2022
263562,46,7,1.87,2022
263563,45,6,0.58,2022
263564,7,6,62.5,2022
263564,7,7,113.23,2022
263564,20,7,13.58,2022
263564,20,8,59.42,2022
263564,21,7,341.89,2022
263564,21,8,51.27,2022
263564,22,7,9.57,2022
263564,22,8,45.48,2022
263564,23,7,29.9,2022
263564,24,8,94.46,2022
263564,28,9,52.6,2022
263564,28,10,80.13,2022
263564,29,8,2.6,2022
263564,30,9,50.13,2022
263564,35,8,137.95,2022
263564,35,9,19.92,2022
263564,42,7,63.95,2022
263564,45,8,4.97,2022
263565,7,7,40.31,2022
263568,28,7,73.64,2022
263570,32,6,0.27,2022
263571,41,6,3.53,2022
263573,7,6,24.57,2022
263574,35,6,0.12,2022
263576,7,33,32.4,2022
263577,16,6,0.52,2022
263578,7,6,1.03,2022
263579,3,25,5.07,2022
263579,21,13,67.15,2022
263579,21,14,25.17,2022
263579,21,15,68.72,2022
263579,21,16,23.97,2022
263579,21,17,21.75,2022
263579,21,18,24.07,2022
263579,21,22,11.67,2022
263579,21,23,32.53,2022
263579,21,24,22.5,2022
263579,21,25,32.16,2022
263579,24,25,0.73,2022
263579,24,26,36.35,2022
263579,24,27,127.95,2022
263579,24,28,27,2022
263579,24,29,10.1,2022
263580,7,7,4.73,2022
263583,7,7,24.65,2022
263583,7,18,0.42,2022
263583,7,26,1.42,2022
263584,7,7,64.85,2022
263585,7,7,7.07,2022
263587,7,7,13.22,2022
263587,7,31,39.66,2022
263588,7,7,0.55,2022
263588,7,33,2.3,2022
263588,19,33,0.62,2022
263588,52,33,0.07,2022
263592,7,7,10.33,2022
263593,7,7,1.17,2022
263594,7,7,0.32,2022
263599,23,7,4.4,2022
263600,23,7,34.23,2022
263601,12,31,18.58,2022
263602,11,7,5.63,2022
263603,7,7,29.58,2022
263604,30,7,7.27,2022
263605,7,7,1.37,2022
263606,34,7,60.91,2022
263607,7,7,6.02,2022
263608,33,7,0.23,2022
263610,23,7,0.92,2022
263611,7,7,0.2,2022
263614,7,7,26.93,2022
263618,7,7,0.53,2022
263618,16,7,2.93,2022
263618,21,7,0.23,2022
263619,7,7,73.96,2022
263623,7,7,3.9,2022
263624,34,7,0.78,2022
263625,7,7,0.32,2022
263626,7,7,0.1,2022
263628,13,24,14.63,2022
263628,42,7,8.87,2022
263631,25,7,2.25,2022
263634,21,7,1.27,2022
263639,2,11,186.37,2022
263639,3,11,37.4,2022
263639,7,7,46.77,2022
263639,7,9,70.03,2022
263639,13,10,80.43,2022
263639,16,11,252.3,2022
263639,16,14,130.17,2022
263639,20,10,72.83,2022
263639,20,11,28.9,2022
263639,21,10,347.29,2022
263639,22,10,14.77,2022
263639,22,11,1.1,2022
263639,23,10,416.33,2022
263639,24,10,467.83,2022
263639,25,11,23.3,2022
263639,28,11,24.13,2022
263639,35,11,166.2,2022
263639,39,10,262.04,2022
263639,42,9,338.5,2022
263639,46,9,299.1,2022
263640,7,7,7.88,2022
263640,23,7,35,2022
263641,26,7,45.71,2022
263642,7,7,1.03,2022
263644,7,7,0.85,2022
263647,7,7,0.38,2022
263648,2,11,52.03,2022
263648,4,11,1.17,2022
263648,4,29,5.67,2022
263648,7,23,11.62,2022
263648,7,43,1.48,2022
263648,20,36,5.45,2022
263648,20,37,26.2,2022
263648,21,7,3.33,2022
263648,21,8,6.32,2022
263648,21,11,10.97,2022
263648,21,27,15.98,2022
263648,21,41,9.96,2022
263648,21,43,2.48,2022
263648,22,11,11.33,2022
263648,23,20,0.8,2022
263648,23,27,17.32,2022
263648,23,42,0.07,2022
263648,23,43,11.52,2022
263648,24,37,35.95,2022
263648,28,7,3.35,2022
263648,35,19,5.12,2022
263648,35,36,0.2,2022
263648,35,43,0.05,2022
263648,43,7,1.73,2022
263648,46,36,0.45,2022
263648,46,43,1.2,2022
263650,7,7,121.11,2022
263650,14,9,26.9,2022
263650,14,10,70.08,2022
263650,14,11,109.57,2022
263650,14,12,21,2022
263650,14,13,86.91,2022
263650,20,14,14.23,2022
263650,20,15,7.5,2022
263650,20,43,42.12,2022
263650,20,44,0.13,2022
263650,21,8,35.83,2022
263650,21,9,188.27,2022
263650,21,12,2.15,2022
263650,23,7,3.32,2022
263650,23,8,224.6,2022
263650,28,12,209.52,2022
263650,28,13,80.25,2022
263650,28,15,31.95,2022
263650,28,16,8.13,2022
263650,28,17,33.49,2022
263650,28,18,12.1,2022
263650,28,35,10.18,2022
263650,29,10,304.99,2022
263650,34,10,4.98,2022
263650,35,14,34.3,2022
263650,35,38,3.62,2022
263650,42,13,15,2022
263650,45,8,0.07,2022
263651,7,7,20.3,2022
263653,12,7,5.08,2022
263654,35,7,3.03,2022
263655,7,13,0.17,2022
263655,11,7,0.35,2022
263656,2,30,23.72,2022
263656,7,8,0.68,2022
263657,42,7,29.43,2022
263661,7,7,0.05,2022
263661,7,9,1.6,2022
263661,7,10,28.6,2022
263661,7,11,115.58,2022
263661,14,23,63.58,2022
263661,14,27,95.3,2022
263661,14,28,58.33,2022
263661,14,29,89.89,2022
263661,14,30,40.72,2022
263661,14,31,12.62,2022
263661,14,32,89.12,2022
263661,14,33,114.78,2022
263661,14,38,0.25,2022
263661,14,39,37.72,2022
263661,14,40,1.15,2022
263661,21,12,40.33,2022
263661,21,19,18.23,2022
263661,34,41,64.52,2022
263661,34,42,134.1,2022
263661,34,43,52.52,2022
263661,45,23,5.15,2022
263664,16,7,0.1,2022
263665,7,7,1.25,2022
263665,35,7,3.12,2022
263666,7,7,21.92,2022
263666,28,7,7.07,2022
263666,28,8,3.82,2022
263666,28,9,50.3,2022
263666,28,10,40.05,2022
263669,2,7,30.63,2022
263670,7,7,43.59,2022
263670,16,11,18.35,2022
263670,21,7,50.55,2022
263672,2,11,29.03,2022
263672,7,7,15.55,2022
263672,21,7,16.31,2022
263672,21,8,51.45,2022
263672,21,10,26.25,2022
263672,21,12,23.3,2022
263672,21,13,2.54,2022
263672,28,13,15.18,2022
263672,48,33,50.85,2022
263673,7,7,45.18,2022
263676,7,7,2.37,2022
263677,7,9,20.78,2022
263677,7,22,19.08,2022
263677,22,9,0.12,2022
263678,7,7,45.87,2022
263679,7,7,0.18,2022
263681,14,7,15.48,2022
263683,2,18,27.51,2022
263683,2,19,12.32,2022
263683,2,28,91.6,2022
263683,7,7,45.25,2022
263683,7,29,14.58,2022
263683,13,8,20.18,2022
263683,21,8,75.74,2022
263683,21,9,141.42,2022
263683,21,10,28.25,2022
263683,21,28,68.17,2022
263683,21,32,24.68,2022
263683,23,7,104.05,2022
263683,24,11,42,2022
263683,24,12,17.52,2022
263683,24,13,37.92,2022
263683,24,15,32.3,2022
263683,24,16,13.98,2022
263683,24,17,48.33,2022
263683,24,18,32.93,2022
263683,39,8,37.35,2022
263683,42,7,43.4,2022
263683,46,8,40.64,2022
263685,2,7,20.38,2022
263685,7,8,31.82,2022
263685,45,8,1.42,2022
263690,7,7,110.69,2022
263690,7,25,1.47,2022
263690,11,19,146.02,2022
263690,14,14,70.25,2022
263690,14,15,25.58,2022
263690,14,16,42.07,2022
263690,14,18,83.93,2022
263690,14,19,122.27,2022
263690,14,20,112.23,2022
263690,14,21,44.8,2022
263690,16,10,351.81,2022
263690,16,11,300.2,2022
263690,21,7,93.83,2022
263690,21,8,150.37,2022
263690,21,10,0.07,2022
263690,21,39,1.07,2022
263690,21,40,0.98,2022
263690,22,11,49.96,2022
263690,24,9,46.25,2022
263690,24,10,221.32,2022
263690,25,31,52.91,2022
263690,25,33,61.88,2022
263690,27,29,99.23,2022
263690,32,13,72.05,2022
263690,32,14,223.98,2022
263690,37,7,0.08,2022
263690,37,12,220.48,2022
263690,37,13,81.28,2022
263690,41,41,153.45,2022
263690,42,29,2.2,2022
263690,50,32,75.98,2022
263690,52,21,39.58,2022
263690,52,23,69.19,2022
263690,54,32,81.93,2022
263690,54,33,0.3,2022
263690,55,33,121.16,2022
263690,56,34,74.57,2022
263690,56,35,49.8,2022
263692,7,7,19.75,2022
263692,7,8,33.73,2022
263693,2,12,5.63,2022
263693,2,13,61.2,2022
263693,7,10,38.78,2022
263693,16,10,264.78,2022
263693,16,11,85.38,2022
263693,21,10,51.65,2022
263693,22,11,36.4,2022
263693,32,12,43.75,2022
263693,32,13,87,2022
263693,32,14,189.73,2022
263693,32,15,8.05,2022
263693,32,16,0.28,2022
263693,32,17,38.43,2022
263693,32,19,17.5,2022
263693,37,11,47.43,2022
263693,37,12,79.31,2022
263693,42,10,56.07,2022
263693,46,10,31.73,2022
263696,23,7,1.82,2022
263699,4,7,3.67,2022
263704,3,7,1.77,2022
263704,7,7,43.33,2022
263704,13,7,0.53,2022
263704,21,7,1.5,2022
263704,22,7,0.32,2022
263704,23,7,1.73,2022
263704,24,7,2,2022
263704,25,7,1.47,2022
263704,28,7,2.23,2022
263704,39,7,0.75,2022
263704,42,7,1.53,2022
263704,45,7,2.47,2022
263704,46,7,1.05,2022
263705,5,11,1.9,2022
263705,5,13,0.73,2022
263706,2,18,48.35,2022
263706,2,19,3.78,2022
263706,7,17,46.7,2022
263706,7,18,50.05,2022
263711,16,7,38.68,2022
263711,34,7,4.23,2022
263711,35,7,0.22,2022
263713,14,7,0.07,2022
263714,7,7,69.39,2022
263717,19,7,1.53,2022
263717,26,7,0.2,2022
263718,21,7,3.33,2022
263720,7,7,0.12,2022
263720,7,39,0.12,2022
263720,13,39,0.05,2022
263720,19,39,0.22,2022
263722,7,7,23.47,2022
263722,52,20,0.65,2022
263723,42,7,22.55,2022
263726,7,7,47.52,2022
263727,3,7,0.77,2022
263728,16,7,9.5,2022
263729,7,7,0.07,2022
263729,7,8,0.22,2022
263734,29,7,2.97,2022
263735,42,24,34.33,2022
263736,7,7,5.13,2022
263737,7,7,0.18,2022
263741,7,7,3.87,2022
263741,21,7,0.9,2022
263741,21,8,0.22,2022
263741,25,8,0.43,2022
263741,29,8,1.17,2022
263744,7,7,2.08,2022
263744,14,7,0.08,2022
263744,16,7,0.43,2022
263744,21,7,0.6,2022
263745,7,7,24.43,2022
263746,7,7,6.03,2022
263746,7,8,4.08,2022
263747,3,33,38.08,2022
263747,11,33,48.6,2022
263747,42,33,37.08,2022
263747,50,33,58.42,2022
263747,54,33,46.27,2022
263747,55,33,68.37,2022
263751,7,7,10.32,2022
263752,7,7,6.53,2022
263754,7,7,3.37,2022
263755,7,7,1.25,2022
263756,37,7,2.2,2022
263758,7,7,0.18,2022
263759,3,27,82.34,2022
263759,3,28,24.25,2022
263759,3,30,18.8,2022
263759,3,31,32.05,2022
263759,3,32,91.08,2022
263759,3,39,54,2022
263759,3,40,52.1,2022
263759,3,41,65.26,2022
263759,3,42,31.57,2022
263759,3,43,34.55,2022
263759,7,7,109.45,2022
263759,14,11,21.5,2022
263759,14,12,105.39,2022
263759,14,13,11.65,2022
263759,14,14,21.27,2022
263759,14,15,30.85,2022
263759,14,16,18.72,2022
263759,14,17,59.72,2022
263759,14,19,18.63,2022
263759,14,20,63.73,2022
263759,14,21,29.78,2022
263759,14,25,16.62,2022
263759,21,9,93.53,2022
263759,21,10,97.48,2022
263759,21,11,12.38,2022
263759,23,8,118.22,2022
263759,23,9,126.67,2022
263759,35,25,63.85,2022
263759,35,26,54.77,2022
263763,7,7,0.08,2022
263765,7,35,1.08,2022
263765,45,7,0.67,2022
263766,7,7,35.32,2022
263766,7,12,13.08,2022
263766,14,12,91.17,2022
263766,23,8,11.5,2022
263767,7,7,38.48,2022
263768,3,8,26.85,2022
263768,35,8,16.07,2022
263768,37,7,2.92,2022
263768,37,8,0.07,2022
263768,37,10,0.1,2022
263770,7,7,48.35,2022
263771,42,7,0.35,2022
263774,45,7,3.63,2022
263776,7,7,18.73,2022
263778,7,7,0.55,2022
263778,23,7,0.35,2022
263779,7,7,45.33,2022
263780,7,7,14.85,2022
263781,7,7,0.88,2022
263781,42,7,0.72,2022
263781,45,7,0.22,2022
263782,7,7,42.07,2022
263783,2,37,58.02,2022
263783,7,7,19.68,2022
263783,7,8,98.67,2022
263783,7,9,0.1,2022
263783,23,8,3.33,2022
263783,23,38,94.29,2022
263783,23,43,47.25,2022
263783,42,13,111.07,2022
263783,42,37,152.43,2022
