course_id,student_id,exam_passed,exam_attempt,last_exam_attempt,course_title
2,265928,1,1,2022-05-28,"Introduction to Tableau"
21,265878,1,2,2022-05-28,Statistics
46,275020,1,1,2022-05-28,"Data Literacy"
24,272909,1,1,2022-05-28,Probability
2,275021,1,1,2022-05-28,"Introduction to Tableau"
23,266693,1,1,2022-05-28,"Introduction to Excel"
21,272909,1,1,2022-05-28,Statistics
39,275021,1,1,2022-05-28,"Advanced Microsoft Excel"
24,271800,0,1,2022-05-28,Probability
46,273423,1,1,2022-05-29,"Data Literacy"
35,264425,1,1,2022-05-29,"Introduction to Python"
43,272255,1,1,2022-05-29,"Fashion Analytics with Tableau"
7,275273,1,1,2022-05-29,"Introduction to Data and Data Science"
46,274501,0,1,2022-05-29,"Data Literacy"
41,270599,1,1,2022-05-29,"Convolutional Neural Networks with TensorFlow in Python"
13,272965,1,1,2022-05-30,"Data Analysis with Excel Pivot Tables"
7,275277,1,1,2022-05-30,"Introduction to Data and Data Science"
39,272596,0,2,2022-06-10,"Advanced Microsoft Excel"
4,261777,1,1,2022-05-30,"Introduction to R Programming"
46,267916,1,1,2022-05-30,"Data Literacy"
5,267064,1,1,2022-05-30,"Data Preprocessing with NumPy"
7,271519,1,1,2022-05-30,"Introduction to Data and Data Science"
28,268978,1,1,2022-05-30,"Power BI"
3,261801,1,1,2022-05-31,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
42,275020,1,2,2022-05-31,"Data Strategy"
20,274050,1,1,2022-05-31,"Introduction to Jupyter"
13,267898,1,1,2022-05-31,"Data Analysis with Excel Pivot Tables"
20,269872,1,1,2022-05-31,"Introduction to Jupyter"
7,275275,0,1,2022-05-31,"Introduction to Data and Data Science"
14,260572,0,1,2022-05-31,SQL
21,274904,0,1,2022-06-01,Statistics
7,274861,1,2,2022-06-01,"Introduction to Data and Data Science"
7,275442,1,2,2022-06-02,"Introduction to Data and Data Science"
22,272909,1,1,2022-06-01,Mathematics
23,260616,1,1,2022-06-01,"Introduction to Excel"
35,272717,1,1,2022-06-02,"Introduction to Python"
23,275129,1,2,2022-06-02,"Introduction to Excel"
14,273423,1,1,2022-06-02,SQL
23,275449,1,1,2022-06-02,"Introduction to Excel"
7,274996,1,2,2022-06-14,"Introduction to Data and Data Science"
7,274929,1,2,2022-06-02,"Introduction to Data and Data Science"
23,272596,1,3,2022-06-09,"Introduction to Excel"
14,260465,1,1,2022-06-02,SQL
7,275449,1,1,2022-06-02,"Introduction to Data and Data Science"
7,274576,1,1,2022-06-02,"Introduction to Data and Data Science"
7,274050,1,2,2022-06-03,"Introduction to Data and Data Science"
7,275470,1,1,2022-06-02,"Introduction to Data and Data Science"
7,275788,1,2,2022-06-02,"Introduction to Data and Data Science"
22,269872,1,2,2022-06-02,Mathematics
7,274273,1,2,2022-06-03,"Introduction to Data and Data Science"
7,268926,1,2,2022-06-02,"Introduction to Data and Data Science"
42,268926,1,2,2022-06-02,"Data Strategy"
46,268926,1,2,2022-06-03,"Data Literacy"
39,272965,1,1,2022-06-03,"Advanced Microsoft Excel"
24,265928,1,1,2022-06-03,Probability
21,274929,1,2,2022-06-03,Statistics
21,273423,1,2,2022-06-03,Statistics
4,272261,1,1,2022-06-03,"Introduction to R Programming"
14,268764,1,2,2022-06-04,SQL
21,272596,0,1,2022-06-03,Statistics
7,272596,0,1,2022-06-03,"Introduction to Data and Data Science"
5,261777,1,1,2022-06-03,"Data Preprocessing with NumPy"
23,268926,1,1,2022-06-03,"Introduction to Excel"
13,276395,1,1,2022-06-03,"Data Analysis with Excel Pivot Tables"
14,267885,1,2,2022-06-03,SQL
23,265176,1,1,2022-06-04,"Introduction to Excel"
14,272909,1,1,2022-06-04,SQL
35,268011,1,1,2022-06-04,"Introduction to Python"
23,275020,1,1,2022-06-04,"Introduction to Excel"
24,273423,1,2,2022-06-04,Probability
13,268926,1,1,2022-06-04,"Data Analysis with Excel Pivot Tables"
39,268926,1,1,2022-06-04,"Advanced Microsoft Excel"
7,275132,1,2,2022-06-05,"Introduction to Data and Data Science"
42,267916,1,2,2022-06-04,"Data Strategy"
7,274836,1,1,2022-06-04,"Introduction to Data and Data Science"
22,276455,1,1,2022-06-04,Mathematics
2,265588,1,1,2022-06-04,"Introduction to Tableau"
16,275282,1,1,2022-06-05,"Python Programmer Bootcamp"
20,265588,1,1,2022-06-05,"Introduction to Jupyter"
13,275020,1,1,2022-06-05,"Data Analysis with Excel Pivot Tables"
22,265588,1,1,2022-06-05,Mathematics
32,265928,1,1,2022-06-05,"Deep Learning with TensorFlow 2"
22,273423,1,1,2022-06-05,Mathematics
42,270833,0,1,2022-06-05,"Data Strategy"
30,275132,1,1,2022-06-05,"Git and GitHub"
23,269314,1,1,2022-06-05,"Introduction to Excel"
7,274906,1,1,2022-06-05,"Introduction to Data and Data Science"
7,275590,1,1,2022-06-05,"Introduction to Data and Data Science"
14,271154,1,1,2022-06-05,SQL
23,265130,1,1,2022-06-05,"Introduction to Excel"
42,276490,0,1,2022-06-05,"Data Strategy"
23,275788,1,2,2022-06-06,"Introduction to Excel"
42,273060,0,1,2022-06-06,"Data Strategy"
23,275275,1,1,2022-06-06,"Introduction to Excel"
7,272696,1,2,2022-06-06,"Introduction to Data and Data Science"
14,261446,0,1,2022-06-06,SQL
7,276232,1,1,2022-06-06,"Introduction to Data and Data Science"
7,276135,1,1,2022-06-06,"Introduction to Data and Data Science"
16,261466,1,2,2022-06-07,"Python Programmer Bootcamp"
5,274572,1,2,2022-06-06,"Data Preprocessing with NumPy"
13,271154,1,1,2022-06-06,"Data Analysis with Excel Pivot Tables"
21,266332,1,1,2022-06-06,Statistics
2,259860,1,2,2022-06-06,"Introduction to Tableau"
13,261756,1,1,2022-06-06,"Data Analysis with Excel Pivot Tables"
42,270633,1,1,2022-06-06,"Data Strategy"
23,272909,1,2,2022-06-07,"Introduction to Excel"
23,272717,1,2,2022-06-07,"Introduction to Excel"
7,269016,1,2,2022-09-29,"Introduction to Data and Data Science"
30,264623,1,3,2022-07-25,"Git and GitHub"
7,276490,1,1,2022-06-07,"Introduction to Data and Data Science"
16,273423,1,2,2022-06-07,"Python Programmer Bootcamp"
22,266788,1,2,2022-06-08,Mathematics
46,271140,1,1,2022-06-07,"Data Literacy"
42,274576,1,2,2022-06-07,"Data Strategy"
14,270393,1,2,2022-06-12,SQL
35,274050,1,2,2022-06-07,"Introduction to Python"
23,273841,1,1,2022-06-07,"Introduction to Excel"
42,275470,1,2,2022-06-07,"Data Strategy"
35,275788,1,1,2022-06-07,"Introduction to Python"
22,274050,1,2,2022-06-08,Mathematics
7,276265,1,1,2022-06-07,"Introduction to Data and Data Science"
13,272717,1,1,2022-06-07,"Data Analysis with Excel Pivot Tables"
21,274163,1,2,2022-06-08,Statistics
21,274162,1,2,2022-06-07,Statistics
32,261777,1,1,2022-06-07,"Deep Learning with TensorFlow 2"
21,276455,1,1,2022-06-07,Statistics
32,261905,1,1,2022-06-07,"Deep Learning with TensorFlow 2"
7,260833,1,3,2022-06-21,"Introduction to Data and Data Science"
14,259860,1,2,2022-06-16,SQL
21,268926,1,2,2022-06-08,Statistics
24,268926,1,2,2022-06-07,Probability
23,274273,1,2,2022-06-08,"Introduction to Excel"
35,274382,1,1,2022-06-08,"Introduction to Python"
35,259767,1,1,2022-06-08,"Introduction to Python"
23,273423,1,1,2022-06-08,"Introduction to Excel"
52,263690,1,2,2022-06-08,"Machine Learning with Support Vector Machines"
11,260173,1,2,2022-06-10,"Data Cleaning and Preprocessing with pandas"
23,275442,1,2,2022-06-08,"Introduction to Excel"
22,275020,1,1,2022-06-08,Mathematics
35,270098,0,1,2022-06-08,"Introduction to Python"
23,269671,1,2,2022-06-08,"Introduction to Excel"
7,272570,1,1,2022-06-08,"Introduction to Data and Data Science"
23,276439,1,1,2022-06-08,"Introduction to Excel"
7,275799,1,1,2022-06-08,"Introduction to Data and Data Science"
14,272865,1,2,2022-06-10,SQL
7,275165,1,1,2022-06-08,"Introduction to Data and Data Science"
13,273423,1,1,2022-06-09,"Data Analysis with Excel Pivot Tables"
23,275282,1,1,2022-06-09,"Introduction to Excel"
20,275132,1,1,2022-06-09,"Introduction to Jupyter"
35,275282,1,1,2022-06-09,"Introduction to Python"
7,275282,1,1,2022-06-09,"Introduction to Data and Data Science"
14,267010,1,2,2022-06-09,SQL
42,271015,1,1,2022-06-10,"Data Strategy"
20,268926,1,1,2022-06-10,"Introduction to Jupyter"
21,274861,1,1,2022-06-10,Statistics
30,274050,1,2,2022-06-10,"Git and GitHub"
37,273423,1,1,2022-06-10,"Machine Learning in Python"
46,270833,1,1,2022-06-10,"Data Literacy"
42,276439,1,2,2022-06-11,"Data Strategy"
42,274050,1,2,2022-06-11,"Data Strategy"
20,267010,1,2,2022-06-10,"Introduction to Jupyter"
42,276784,1,2,2022-06-10,"Data Strategy"
2,262641,1,1,2022-06-10,"Introduction to Tableau"
23,274825,1,2,2022-06-10,"Introduction to Excel"
46,275470,1,1,2022-06-10,"Data Literacy"
22,259959,1,2,2022-06-10,Mathematics
7,277099,1,1,2022-06-10,"Introduction to Data and Data Science"
2,275282,1,1,2022-06-10,"Introduction to Tableau"
21,275129,1,1,2022-06-11,Statistics
46,272909,1,1,2022-06-11,"Data Literacy"
46,276490,0,1,2022-06-11,"Data Literacy"
42,274996,1,2,2022-06-13,"Data Strategy"
7,276439,1,1,2022-06-11,"Introduction to Data and Data Science"
7,275574,1,2,2022-06-13,"Introduction to Data and Data Science"
21,272965,1,1,2022-06-11,Statistics
23,274564,1,1,2022-06-11,"Introduction to Excel"
33,261777,1,1,2022-06-11,"Customer Analytics in Python"
22,268926,1,2,2022-06-11,Mathematics
23,276135,1,1,2022-06-11,"Introduction to Excel"
24,276455,1,1,2022-06-11,Probability
21,269054,1,1,2022-06-11,Statistics
46,274906,1,1,2022-06-11,"Data Literacy"
14,261466,1,3,2022-06-14,SQL
7,270633,1,1,2022-06-12,"Introduction to Data and Data Science"
46,270633,0,1,2022-06-12,"Data Literacy"
7,264954,1,1,2022-06-12,"Introduction to Data and Data Science"
2,268011,1,2,2022-08-08,"Introduction to Tableau"
2,276135,1,1,2022-06-12,"Introduction to Tableau"
7,275103,1,1,2022-06-12,"Introduction to Data and Data Science"
23,274814,1,1,2022-06-12,"Introduction to Excel"
13,260616,1,1,2022-06-12,"Data Analysis with Excel Pivot Tables"
13,259884,1,1,2022-06-12,"Data Analysis with Excel Pivot Tables"
7,275008,1,1,2022-06-12,"Introduction to Data and Data Science"
7,275293,1,1,2022-06-12,"Introduction to Data and Data Science"
20,271154,1,1,2022-06-12,"Introduction to Jupyter"
39,277410,1,1,2022-06-12,"Advanced Microsoft Excel"
21,269518,1,1,2022-06-12,Statistics
23,277066,1,2,2022-06-15,"Introduction to Excel"
16,271800,1,1,2022-06-12,"Python Programmer Bootcamp"
13,274564,1,1,2022-06-12,"Data Analysis with Excel Pivot Tables"
28,259884,1,1,2022-06-12,"Power BI"
7,277398,1,1,2022-06-12,"Introduction to Data and Data Science"
14,268011,1,4,2022-08-10,SQL
32,273423,1,1,2022-06-13,"Deep Learning with TensorFlow 2"
7,276783,1,2,2022-06-17,"Introduction to Data and Data Science"
7,277544,0,1,2022-06-13,"Introduction to Data and Data Science"
24,267959,1,3,2022-07-01,Probability
53,261777,1,1,2022-06-13,"A/B Testing in Python"
21,274039,1,1,2022-06-13,Statistics
7,275552,1,1,2022-06-13,"Introduction to Data and Data Science"
2,268926,1,1,2022-06-14,"Introduction to Tableau"
5,259860,1,3,2022-08-30,"Data Preprocessing with NumPy"
4,274050,1,2,2022-06-14,"Introduction to R Programming"
7,277285,1,1,2022-06-14,"Introduction to Data and Data Science"
22,261466,1,2,2022-06-14,Mathematics
7,276887,1,1,2022-06-14,"Introduction to Data and Data Science"
2,265966,1,1,2022-06-14,"Introduction to Tableau"
23,275470,1,1,2022-06-14,"Introduction to Excel"
39,273423,1,1,2022-06-14,"Advanced Microsoft Excel"
55,261777,1,2,2022-06-14,"Machine Learning with K-Nearest Neighbors"
7,271185,1,1,2022-06-14,"Introduction to Data and Data Science"
46,276439,1,1,2022-06-14,"Data Literacy"
2,274564,1,1,2022-06-14,"Introduction to Tableau"
46,274039,1,1,2022-06-15,"Data Literacy"
54,261777,1,1,2022-06-15,"Machine Learning with Decision Trees and Random Forests"
46,268863,1,1,2022-06-15,"Data Literacy"
30,266332,1,1,2022-06-15,"Git and GitHub"
21,261590,1,2,2022-06-15,Statistics
13,275470,1,1,2022-06-15,"Data Analysis with Excel Pivot Tables"
22,274039,1,1,2022-06-15,Mathematics
46,274576,1,1,2022-06-15,"Data Literacy"
52,261777,1,2,2022-06-15,"Machine Learning with Support Vector Machines"
16,274050,1,2,2022-06-16,"Python Programmer Bootcamp"
42,259504,1,1,2022-06-15,"Data Strategy"
20,268011,1,1,2022-06-15,"Introduction to Jupyter"
7,268011,1,2,2022-08-02,"Introduction to Data and Data Science"
32,264916,1,1,2022-06-15,"Deep Learning with TensorFlow 2"
7,277791,1,1,2022-06-16,"Introduction to Data and Data Science"
34,261212,1,2,2022-06-16,"Web Scraping and API Fundamentals in Python"
53,275021,1,1,2022-06-16,"A/B Testing in Python"
24,274861,1,1,2022-06-16,Probability
22,268863,0,1,2022-06-16,Mathematics
21,268011,1,2,2022-06-21,Statistics
23,266529,1,1,2022-06-16,"Introduction to Excel"
7,266529,1,1,2022-06-16,"Introduction to Data and Data Science"
35,266529,1,2,2022-06-16,"Introduction to Python"
21,275286,1,1,2022-06-16,Statistics
3,273423,1,2,2022-06-16,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
23,269541,1,2,2022-06-17,"Introduction to Excel"
13,276439,1,1,2022-06-16,"Data Analysis with Excel Pivot Tables"
7,270930,1,1,2022-06-16,"Introduction to Data and Data Science"
2,274039,1,1,2022-06-16,"Introduction to Tableau"
14,264916,1,1,2022-06-16,SQL
16,276455,1,1,2022-06-16,"Python Programmer Bootcamp"
35,274039,1,1,2022-06-16,"Introduction to Python"
42,274906,1,2,2022-06-17,"Data Strategy"
23,277084,1,1,2022-06-16,"Introduction to Excel"
29,273034,0,1,2022-06-16,"Product Management for AI & Data Science"
42,268154,1,2,2022-06-17,"Data Strategy"
23,274070,1,2,2022-06-17,"Introduction to Excel"
21,275165,1,2,2022-06-17,Statistics
13,274070,1,1,2022-06-17,"Data Analysis with Excel Pivot Tables"
21,276783,1,2,2022-06-17,Statistics
37,267064,1,1,2022-06-17,"Machine Learning in Python"
42,261813,1,1,2022-06-17,"Data Strategy"
42,277285,0,1,2022-06-18,"Data Strategy"
46,274996,1,1,2022-06-18,"Data Literacy"
42,275590,1,2,2022-06-18,"Data Strategy"
14,271035,1,1,2022-06-19,SQL
21,275449,1,2,2022-06-19,Statistics
7,277864,1,2,2022-06-19,"Introduction to Data and Data Science"
7,263456,1,2,2022-06-19,"Introduction to Data and Data Science"
14,277557,1,1,2022-06-19,SQL
35,271154,1,1,2022-06-19,"Introduction to Python"
7,273992,1,2,2022-06-20,"Introduction to Data and Data Science"
7,277964,1,1,2022-06-20,"Introduction to Data and Data Science"
21,264295,1,1,2022-06-20,Statistics
16,261171,1,2,2022-06-20,"Python Programmer Bootcamp"
7,278509,1,1,2022-06-20,"Introduction to Data and Data Science"
24,261590,1,1,2022-06-20,Probability
24,269518,1,1,2022-06-20,Probability
7,278177,1,3,2022-06-21,"Introduction to Data and Data Science"
35,273423,1,1,2022-06-21,"Introduction to Python"
24,267203,1,3,2022-06-22,Probability
39,261756,1,1,2022-06-21,"Advanced Microsoft Excel"
20,262112,1,1,2022-06-21,"Introduction to Jupyter"
7,278326,1,1,2022-06-21,"Introduction to Data and Data Science"
13,274814,1,1,2022-06-21,"Data Analysis with Excel Pivot Tables"
23,274906,1,1,2022-06-21,"Introduction to Excel"
22,269518,1,2,2022-06-21,Mathematics
35,262112,1,1,2022-06-21,"Introduction to Python"
24,271991,1,2,2022-06-22,Probability
24,274050,1,2,2022-06-22,Probability
20,278080,0,1,2022-06-21,"Introduction to Jupyter"
7,278283,1,3,2022-07-27,"Introduction to Data and Data Science"
23,266614,1,2,2022-06-21,"Introduction to Excel"
2,261593,1,1,2022-06-21,"Introduction to Tableau"
21,275442,1,2,2022-06-22,Statistics
11,273423,1,1,2022-06-22,"Data Cleaning and Preprocessing with pandas"
3,272965,1,1,2022-06-22,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
35,267026,1,2,2022-06-23,"Introduction to Python"
7,278758,1,1,2022-06-22,"Introduction to Data and Data Science"
7,269020,1,1,2022-06-22,"Introduction to Data and Data Science"
39,275470,1,1,2022-06-22,"Advanced Microsoft Excel"
13,274906,1,1,2022-06-22,"Data Analysis with Excel Pivot Tables"
39,276439,1,1,2022-06-22,"Advanced Microsoft Excel"
7,278582,1,1,2022-06-22,"Introduction to Data and Data Science"
21,263579,1,2,2022-06-26,Statistics
35,277557,1,1,2022-06-22,"Introduction to Python"
7,271837,1,1,2022-06-22,"Introduction to Data and Data Science"
42,271035,1,2,2022-07-03,"Data Strategy"
7,278927,1,1,2022-06-23,"Introduction to Data and Data Science"
13,266614,1,1,2022-06-23,"Data Analysis with Excel Pivot Tables"
5,273423,1,1,2022-06-23,"Data Preprocessing with NumPy"
13,269541,1,2,2022-06-25,"Data Analysis with Excel Pivot Tables"
21,274050,1,2,2022-06-23,Statistics
7,278753,1,1,2022-06-23,"Introduction to Data and Data Science"
7,278882,1,1,2022-06-23,"Introduction to Data and Data Science"
35,277066,1,1,2022-06-23,"Introduction to Python"
23,265101,1,2,2022-06-23,"Introduction to Excel"
7,269540,1,2,2022-06-24,"Introduction to Data and Data Science"
5,261905,1,2,2022-06-23,"Data Preprocessing with NumPy"
42,278283,1,2,2022-06-24,"Data Strategy"
35,261819,1,1,2022-06-24,"Introduction to Python"
46,269934,1,1,2022-06-24,"Data Literacy"
7,277084,1,1,2022-06-24,"Introduction to Data and Data Science"
23,275038,1,3,2022-06-25,"Introduction to Excel"
14,272717,0,1,2022-06-24,SQL
22,268011,1,2,2022-06-25,Mathematics
2,275038,1,2,2022-06-25,"Introduction to Tableau"
35,275038,1,1,2022-06-25,"Introduction to Python"
14,275038,1,2,2022-06-25,SQL
23,274576,1,1,2022-06-25,"Introduction to Excel"
7,278881,1,1,2022-06-25,"Introduction to Data and Data Science"
37,268764,1,1,2022-06-25,"Machine Learning in Python"
7,274087,1,1,2022-06-26,"Introduction to Data and Data Science"
35,261337,1,1,2022-06-26,"Introduction to Python"
22,260980,0,1,2022-06-26,Mathematics
20,260980,1,1,2022-06-26,"Introduction to Jupyter"
23,277508,1,1,2022-06-26,"Introduction to Excel"
13,274576,1,1,2022-06-26,"Data Analysis with Excel Pivot Tables"
39,274906,1,2,2022-06-26,"Advanced Microsoft Excel"
16,272909,1,2,2022-06-26,"Python Programmer Bootcamp"
20,273992,1,1,2022-06-26,"Introduction to Jupyter"
21,260861,1,1,2022-06-26,Statistics
21,270247,1,1,2022-06-26,Statistics
5,266012,1,1,2022-06-26,"Data Preprocessing with NumPy"
35,261393,1,1,2022-06-27,"Introduction to Python"
21,278582,1,2,2022-06-28,Statistics
11,268990,1,1,2022-06-27,"Data Cleaning and Preprocessing with pandas"
21,277084,1,1,2022-06-27,Statistics
13,277508,1,1,2022-06-27,"Data Analysis with Excel Pivot Tables"
7,277508,1,1,2022-06-27,"Introduction to Data and Data Science"
35,261756,1,1,2022-06-27,"Introduction to Python"
22,271664,1,1,2022-06-27,Mathematics
14,265588,1,1,2022-06-27,SQL
14,261212,1,1,2022-06-28,SQL
2,272865,1,2,2022-06-28,"Introduction to Tableau"
24,275277,1,3,2022-07-11,Probability
21,275277,1,3,2022-07-14,Statistics
7,274611,1,2,2022-06-30,"Introduction to Data and Data Science"
2,260173,1,3,2022-07-01,"Introduction to Tableau"
39,277508,1,1,2022-06-28,"Advanced Microsoft Excel"
39,271154,1,1,2022-06-28,"Advanced Microsoft Excel"
7,277066,1,2,2022-07-10,"Introduction to Data and Data Science"
24,276783,1,2,2022-06-29,Probability
7,260684,0,1,2022-06-28,"Introduction to Data and Data Science"
21,278927,1,1,2022-06-28,Statistics
21,274906,1,2,2022-06-29,Statistics
23,275590,1,1,2022-06-28,"Introduction to Excel"
14,275442,1,2,2022-06-30,SQL
26,277557,0,1,2022-06-28,"SQL + Tableau"
21,262817,1,2,2022-07-12,Statistics
7,264295,1,1,2022-06-29,"Introduction to Data and Data Science"
7,279468,1,1,2022-06-29,"Introduction to Data and Data Science"
21,265653,1,1,2022-06-29,Statistics
42,278881,1,2,2022-06-29,"Data Strategy"
21,275470,1,1,2022-06-29,Statistics
14,270075,1,2,2022-06-29,SQL
35,268516,1,2,2022-06-29,"Introduction to Python"
42,265808,1,2,2022-06-30,"Data Strategy"
20,274880,1,2,2022-07-01,"Introduction to Jupyter"
34,260754,1,1,2022-06-30,"Web Scraping and API Fundamentals in Python"
23,278764,1,2,2022-07-01,"Introduction to Excel"
30,260754,1,1,2022-06-30,"Git and GitHub"
14,274050,1,2,2022-07-01,SQL
7,278115,1,2,2022-07-01,"Introduction to Data and Data Science"
14,260754,1,2,2022-09-04,SQL
21,274825,1,2,2022-07-01,Statistics
21,278055,1,1,2022-06-30,Statistics
7,279738,1,1,2022-06-30,"Introduction to Data and Data Science"
7,279766,1,2,2022-06-30,"Introduction to Data and Data Science"
39,269541,1,1,2022-07-01,"Advanced Microsoft Excel"
20,271664,1,1,2022-07-01,"Introduction to Jupyter"
35,274880,1,1,2022-07-01,"Introduction to Python"
39,274576,1,1,2022-07-01,"Advanced Microsoft Excel"
7,277403,1,1,2022-07-01,"Introduction to Data and Data Science"
11,266012,1,1,2022-07-01,"Data Cleaning and Preprocessing with pandas"
23,275552,0,1,2022-07-02,"Introduction to Excel"
46,278753,1,1,2022-07-02,"Data Literacy"
39,260616,1,1,2022-07-02,"Advanced Microsoft Excel"
30,259283,1,1,2022-07-02,"Git and GitHub"
13,275590,1,1,2022-07-02,"Data Analysis with Excel Pivot Tables"
2,270075,1,2,2022-07-03,"Introduction to Tableau"
11,261905,1,1,2022-07-02,"Data Cleaning and Preprocessing with pandas"
7,269754,1,2,2022-07-04,"Introduction to Data and Data Science"
2,280114,1,2,2022-07-02,"Introduction to Tableau"
7,280140,1,2,2022-07-03,"Introduction to Data and Data Science"
21,280140,1,1,2022-07-03,Statistics
23,280140,1,1,2022-07-03,"Introduction to Excel"
14,280140,1,1,2022-07-03,SQL
2,280140,1,1,2022-07-03,"Introduction to Tableau"
13,280140,1,1,2022-07-03,"Data Analysis with Excel Pivot Tables"
3,280140,1,1,2022-07-03,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
5,280140,1,1,2022-07-03,"Data Preprocessing with NumPy"
11,280140,1,1,2022-07-03,"Data Cleaning and Preprocessing with pandas"
35,280140,1,1,2022-07-03,"Introduction to Python"
46,280140,1,1,2022-07-03,"Data Literacy"
39,280140,1,1,2022-07-03,"Advanced Microsoft Excel"
42,280140,1,1,2022-07-03,"Data Strategy"
20,277499,0,1,2022-07-03,"Introduction to Jupyter"
35,277499,1,1,2022-07-03,"Introduction to Python"
37,270738,1,1,2022-07-03,"Machine Learning in Python"
14,261550,1,3,2022-07-18,SQL
12,260980,1,2,2022-07-03,"Introduction to Business Analytics"
54,267064,1,2,2022-07-03,"Machine Learning with Decision Trees and Random Forests"
46,279738,1,1,2022-07-03,"Data Literacy"
46,273846,0,1,2022-07-03,"Data Literacy"
42,273846,0,1,2022-07-03,"Data Strategy"
7,280126,1,1,2022-07-04,"Introduction to Data and Data Science"
39,266614,1,1,2022-07-04,"Advanced Microsoft Excel"
7,280019,1,1,2022-07-04,"Introduction to Data and Data Science"
22,270738,1,2,2022-07-06,Mathematics
7,278906,1,1,2022-07-04,"Introduction to Data and Data Science"
16,271991,1,1,2022-07-04,"Python Programmer Bootcamp"
5,268011,1,1,2022-07-04,"Data Preprocessing with NumPy"
26,270075,1,1,2022-07-04,"SQL + Tableau"
7,279881,1,1,2022-07-04,"Introduction to Data and Data Science"
24,278927,1,1,2022-07-04,Probability
24,270247,1,2,2022-07-04,Probability
22,270247,1,2,2022-07-04,Mathematics
28,272965,1,1,2022-07-05,"Power BI"
23,280159,1,2,2022-07-05,"Introduction to Excel"
3,261737,1,2,2022-07-05,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
55,268764,1,2,2022-07-05,"Machine Learning with K-Nearest Neighbors"
21,280159,1,2,2022-07-05,Statistics
22,278326,1,1,2022-07-05,Mathematics
35,263759,1,1,2022-07-05,"Introduction to Python"
24,278582,1,2,2022-07-05,Probability
37,260465,1,1,2022-07-05,"Machine Learning in Python"
7,261690,1,1,2022-07-05,"Introduction to Data and Data Science"
21,279468,1,1,2022-07-05,Statistics
35,279881,1,1,2022-07-05,"Introduction to Python"
21,272838,1,1,2022-07-05,Statistics
14,277508,1,2,2022-07-07,SQL
46,278881,1,1,2022-07-05,"Data Literacy"
21,279352,1,2,2022-07-05,Statistics
16,264623,1,2,2022-07-06,"Python Programmer Bootcamp"
24,279352,1,1,2022-07-05,Probability
37,264623,1,2,2022-07-06,"Machine Learning in Python"
14,272965,1,1,2022-07-06,SQL
3,261756,1,1,2022-07-06,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
22,271991,1,1,2022-07-06,Mathematics
35,277866,1,1,2022-07-06,"Introduction to Python"
21,275799,1,1,2022-07-06,Statistics
42,279738,1,2,2022-07-07,"Data Strategy"
21,277964,1,2,2022-07-30,Statistics
13,269314,1,1,2022-07-07,"Data Analysis with Excel Pivot Tables"
3,266766,1,2,2022-07-13,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
11,266766,1,1,2022-07-07,"Data Cleaning and Preprocessing with pandas"
23,278753,1,1,2022-07-07,"Introduction to Excel"
39,274814,1,1,2022-07-07,"Advanced Microsoft Excel"
35,269741,1,1,2022-07-07,"Introduction to Python"
35,277508,1,1,2022-07-07,"Introduction to Python"
7,279909,1,1,2022-07-07,"Introduction to Data and Data Science"
14,269054,1,1,2022-07-07,SQL
39,280114,1,1,2022-07-07,"Advanced Microsoft Excel"
20,269975,1,1,2022-07-08,"Introduction to Jupyter"
13,278753,1,1,2022-07-08,"Data Analysis with Excel Pivot Tables"
7,259283,1,1,2022-07-08,"Introduction to Data and Data Science"
36,274723,1,2,2022-07-09,"Python for Finance"
11,279881,1,1,2022-07-08,"Data Cleaning and Preprocessing with pandas"
23,279738,1,1,2022-07-08,"Introduction to Excel"
14,274070,1,1,2022-07-09,SQL
7,280121,1,1,2022-07-09,"Introduction to Data and Data Science"
22,277866,0,1,2022-07-09,Mathematics
42,280324,1,2,2022-07-09,"Data Strategy"
14,259283,1,1,2022-07-09,SQL
23,278906,1,1,2022-07-09,"Introduction to Excel"
21,261756,1,1,2022-07-09,Statistics
7,268618,1,3,2022-07-09,"Introduction to Data and Data Science"
2,274814,1,1,2022-07-09,"Introduction to Tableau"
42,280067,1,2,2022-07-09,"Data Strategy"
13,279738,1,1,2022-07-09,"Data Analysis with Excel Pivot Tables"
42,277403,1,2,2022-07-11,"Data Strategy"
45,260173,1,1,2022-07-09,"SQL for Data Science Interviews"
2,272586,1,1,2022-07-09,"Introduction to Tableau"
16,278582,1,2,2022-07-09,"Python Programmer Bootcamp"
16,278927,1,1,2022-07-09,"Python Programmer Bootcamp"
7,262988,1,2,2022-07-12,"Introduction to Data and Data Science"
23,275045,1,3,2022-08-27,"Introduction to Excel"
39,269314,1,1,2022-07-10,"Advanced Microsoft Excel"
11,266529,1,1,2022-07-10,"Data Cleaning and Preprocessing with pandas"
7,269314,1,1,2022-07-10,"Introduction to Data and Data Science"
16,274498,1,2,2022-07-10,"Python Programmer Bootcamp"
23,263456,1,2,2022-07-10,"Introduction to Excel"
