source,target,total_engagement_watch_minutes
290319,7,1.15
290322,7,10.65
290327,7,4.18
290332,7,0.12
290107,7,6.12
290335,7,4.93
290342,7,43.98
290352,7,15.87
290354,7,0.53
290350,7,51.83
290359,7,1.37
290112,7,2.85
290274,7,1.18
290163,7,14.15
290375,7,6.72
290378,7,47.65
290381,7,0.3
290284,7,11.25
288434,7,28.63
290396,7,0.42
277920,7,0.37
289899,7,39.85
290358,7,44.05
290400,7,1.2
290404,7,23.68
290408,7,0.52
290356,7,33.28
290425,7,1.12
290426,7,104.55
290432,7,1.13
290433,7,0.38
290303,7,63
290441,7,0.75
290442,7,0.13
290443,7,0.62
290444,7,103.78
290445,7,0.92
290447,7,36.93
290449,7,1.13
290460,7,16.55
290459,7,0.38
290415,7,20.33
290485,7,8.52
290487,7,106.35
290489,7,31.88
273091,7,4.3
290494,7,1.02
290497,7,2.68
290500,7,11.65
290446,7,1.8
290502,7,21.77
290503,7,48.85
290506,7,3.28
290508,7,0.27
290514,7,53.98
290523,7,1.13
290525,7,0.27
290530,7,0.85
290531,7,0.93
290535,7,3
290544,7,1.37
290513,7,11.2
290548,7,0.43
290550,7,1.17
290552,7,10.53
290557,7,2.87
290558,7,44.88
290581,7,1.35
290585,7,0.22
290591,7,4.33
290593,7,11.3
290590,7,46.42
290595,7,12.31
290603,7,8.55
290604,7,0.32
290606,7,11.42
290536,7,0.05
290609,7,0.1
290192,7,47.6
290616,7,0.13
290618,7,0.33
290624,7,19.42
290627,7,0.15
282265,7,4.85
290631,7,26.95
290635,7,1.62
290641,7,0.05
290650,7,62.85
290649,7,1.55
290658,7,0.12
290659,7,6.48
290667,7,42.58
290668,7,0.32
290679,7,0.35
271745,7,1.33
290697,7,0.07
285138,7,21.92
290689,7,1.3
289007,7,44.97
290705,7,0.17
290704,7,42.65
290716,7,26.18
281607,7,0.98
281905,7,0.25
290720,7,0.33
290064,7,0.48
290729,7,0.32
290600,7,5.32
290747,7,1.37
290734,7,1.65
285490,7,45.6
290766,7,0.38
290770,7,0.92
287587,7,10
290772,7,0.3
290777,7,115
290775,7,58.24
290787,7,42.55
288448,7,43.72
290793,7,0.05
290796,7,0.45
290807,7,0.75
278002,7,6.2
278026,7,11.2
290809,7,37.02
290815,7,8.05
290819,7,3.45
290822,7,1.97
290824,7,0.23
290826,7,42.32
290829,7,0.07
288442,7,1.27
290387,7,0.3
290746,7,0.05
290842,7,10.09
290844,7,0.55
290845,7,3.43
290846,7,0.15
290843,7,125.6
290851,7,0.58
290773,7,42.45
290858,7,47.4
290248,7,0.33
290726,7,2.33
290863,7,12.82
290865,7,0.07
290686,7,29.46
290830,7,1.22
290874,7,0.82
290880,7,0.07
290879,7,19.34
290891,7,31.97
290900,7,6.12
290905,7,0.32
290907,7,41.62
290908,7,1.15
290919,7,10.17
282748,7,42.92
290922,7,33.3
282638,7,0.15
290938,7,0.18
280189,7,1.22
290942,7,1.18
290939,7,34.78
290236,7,10.45
290953,7,122.31
290957,7,55.19
290797,7,0.15
290967,7,0.5
290971,7,0.05
290884,7,43.39
290974,7,13.02
290970,7,49
290979,7,44.36
290982,7,1.87
290987,7,6.55
290723,7,41.46
290989,7,137.15
290041,7,1.22
290039,7,14.18
291012,7,41.53
291022,7,0.25
289244,7,86.88
291026,7,0.33
291032,7,36.23
291037,7,0.08
291039,7,17.1
291040,7,26.72
280837,7,8.12
291054,7,0.33
291062,7,1.13
291063,7,0.08
291064,7,1.25
291067,7,0.05
288746,7,21.17
290931,7,0.08
291086,7,6.6
289805,7,117.69
291084,7,0.97
291098,7,115.71
291105,7,0.05
289433,7,1.13
291115,7,0.18
291116,7,283.03
291118,7,3.88
291120,7,0.08
291119,7,0.07
289577,7,6.34
291113,7,0.08
290634,7,17.65
291130,7,0.05
291131,7,1.25
290510,7,9.63
290469,7,26.64
291137,7,0.15
291141,7,0.73
284820,7,18.2
291144,7,1.32
291149,7,0.17
291154,7,38.61
289194,7,13.99
291158,7,8.53
291160,7,0.23
291161,7,10.55
291163,7,0.53
289910,7,104.4
291173,7,6.57
291011,7,33.22
290997,7,0.05
291180,7,0.17
291199,7,0.22
291202,7,35.72
291206,7,5.75
291214,7,0.07
291217,7,3.32
291224,7,0.05
291233,7,0.7
291234,7,69.36
291235,7,44.35
291238,7,0.53
291246,7,0.38
291262,7,1.12
290825,7,11.17
291264,7,122.09
288920,7,41.4
291279,7,1.12
291282,7,6.5
291165,7,15
291309,7,1.08
291310,7,0.8
291308,7,0.47
291230,7,25.93
290988,7,40.9
291320,7,1.5
291220,7,51.38
291250,7,104.43
291335,7,4.95
291122,7,31.3
291351,7,32.35
291352,7,0.05
291347,7,120.44
291354,7,1.92
291331,7,16.62
291370,7,12.51
291372,7,0.95
291373,7,0.45
291374,7,29.63
291197,7,0.15
291379,7,2.22
291381,7,43.07
291383,7,0.07
291387,7,0.7
291382,7,42
291393,7,11.83
291397,7,0.1
289601,7,1.25
291404,7,47.14
291410,7,44.55
291420,7,1.13
291401,7,160.34
291400,7,109.22
291423,7,12.63
291425,7,149.54
291426,7,9.39
284556,7,5
291434,7,10.31
291356,7,45.67
291440,7,6.75
291329,7,0.05
291448,7,20.38
291447,7,1.02
291452,7,109.22
291406,7,0.2
291454,7,0.32
261336,7,0.12
291455,7,0.1
291457,7,0.07
291458,7,78.26
291462,7,112.85
291463,7,47.65
291470,7,43.36
291472,7,0.23
291474,7,0.47
288417,7,1.92
291479,7,40.98
283170,7,8.58
291491,7,1.18
287737,7,104.77
274893,7,114.92
291493,7,25.53
291492,7,0.78
286199,7,15.03
291495,7,2.87
291497,7,9.21
287565,7,13.6
288071,7,27.42
291511,7,43.82
286747,7,0.05
291516,7,2.65
291523,7,0.48
291533,7,0.3
291536,7,0.18
290027,7,0.43
291540,7,6.37
291541,7,32.14
289263,7,38.82
269526,7,122.9
291551,7,43.98
291007,7,2.06
291558,7,6.27
288319,7,7.67
289769,7,114.97
291566,7,135.74
291568,7,0.2
288399,7,1.7
282244,7,25.59
291573,7,0.18
291578,7,0.59
277387,7,0.45
291580,7,12.87
291581,7,0.17
291583,7,0.18
282713,7,107.79
274663,7,0.12
291565,7,107.88
291587,7,38.03
291590,7,43.11
291601,7,19.84
291366,7,121.25
264425,7,57.1
291504,7,1.37
291620,7,1.23
290495,7,3.82
291623,7,0.12
291635,7,9.87
291647,7,0.18
291640,7,39.57
291679,7,1.68
291683,7,0.05
291684,7,1.28
291685,7,9.9
291693,7,30.17
291487,7,241.2
291713,7,1.32
291717,7,0.37
291722,7,0.13
291729,7,0.17
291522,7,12.51
291733,7,43.29
291735,7,3.73
276346,7,39.69
288691,7,122.51
291716,7,44.49
291738,7,0.08
289270,7,106.34
291747,7,4.13
291748,7,10.47
291575,7,113.08
291753,7,1.3
291290,7,0.47
291754,7,0.45
291745,7,29.12
291759,7,0.23
291760,7,9.05
291762,7,1.28
290458,7,41.31
291768,7,15.48
291770,7,6.23
291769,7,221.53
291782,7,0.12
291787,7,26.8
291789,7,146.3
291743,7,296.43
291637,7,44.9
291802,7,0.3
291803,7,0.32
290206,7,25.15
291806,7,32.07
291794,7,49.3
291812,7,0.28
291825,7,0.05
290920,7,282.21
291507,7,27.18
291838,7,0.77
291009,7,0.75
291706,7,108.76
291842,7,42.28
291844,7,41.27
291837,7,137.63
291849,7,0.07
291840,7,32.06
291855,7,1.93
291853,7,106.22
275510,7,3.27
291860,7,39.53
280050,7,0.29
291869,7,0.23
291870,7,1.82
287739,7,71.7
291871,7,5.81
291872,7,0.15
291876,7,0.75
291877,7,30.58
291891,7,0.98
291900,7,9.97
291912,7,42.83
291914,7,12.87
282910,7,0.07
291626,7,130.02
291915,7,0.2
291919,7,2.87
291926,7,3.03
291927,7,1.95
291694,7,6.52
291936,7,10.6
291827,7,41.15
291940,7,41.07
285095,7,0.13
291858,7,21.49
291945,7,105.24
291946,7,51.06
290733,7,45.4
291949,7,155.49
291950,7,6.2
291957,7,0.07
291959,7,0.23
291402,7,107.89
291963,7,0.13
291969,7,0.13
265915,7,18.84
274597,7,0.45
291977,7,122.02
290339,7,27.2
291980,7,0.07
291986,7,0.38
291990,7,43.72
291991,7,0.05
290928,7,2.35
292007,7,6.26
292008,7,4.63
292018,7,0.37
292019,7,1.8
292020,7,0.18
291894,7,34.3
292021,7,11.38
292023,7,0.07
292024,7,0.55
292027,7,1.28
291598,7,36.62
292036,7,0.38
291932,7,43.73
292039,7,1.28
292041,7,9.9
292045,7,12.43
292046,7,0.13
292047,7,0.1
291736,7,20.03
292058,7,0.53
290128,7,3.87
292059,7,0.17
272656,7,41.58
267168,7,2.27
292068,7,4.4
290464,7,6.97
292079,7,2.32
292088,7,42.93
292089,7,0.42
292090,7,1.47
292094,7,0.58
292098,7,0.75
291552,7,1.1
292106,7,45.68
292109,7,51.55
292000,7,27.67
292111,7,0.12
292113,7,216.99
275757,7,10.25
290532,7,0.1
292119,7,1.13
292124,7,3.05
292125,7,0.05
268706,7,108.04
291998,7,121.08
291436,7,57.19
274004,7,0.05
283521,7,6.57
291473,7,14.47
292129,7,105.07
292134,7,1.13
292114,7,143.86
292143,7,0.07
292144,7,1.02
274656,7,0.08
291730,7,105.35
292153,7,0.45
292159,7,44.05
273872,7,0.48
292066,7,0.27
292132,7,0.62
292086,7,6.15
292187,7,0.63
292191,7,107.58
292192,7,0.22
291349,7,40.78
292101,7,42.15
292095,7,6.55
291823,7,52.2
292205,7,0.15
292347,7,0.33
291930,7,0.05
286723,7,39.82
292359,7,4.25
290242,7,17.97
292363,7,0.4
292061,7,191.32
292374,7,1.5
292377,7,4.4
276860,7,6.18
292383,7,1.72
292388,7,0.38
291976,7,105.73
288378,7,0.15
292133,7,23.31
291515,7,0.68
292401,7,14.75
292402,7,126.6
292406,7,116.03
292412,7,2.65
292411,7,30.37
292419,7,10.6
273499,7,0.08
292428,7,158.75
292430,7,0.1
292436,7,127.07
292437,7,0.37
287820,7,2.15
292440,7,42.01
292435,7,42.27
292446,7,2.38
292448,7,0.18
292455,7,0.12
288140,7,9.97
292449,7,7.03
289478,7,0.35
291744,7,109.79
291589,7,0.05
292480,7,1.3
292490,7,0.78
292507,7,0.1
292504,7,17.93
271763,7,26.63
292516,7,14.98
292520,7,0.57
291606,7,95.66
292521,7,0.23
292526,7,0.08
284452,7,36.12
292530,7,5.48
292508,7,11.22
292533,7,10.07
292534,7,21.12
292538,7,284.7
290496,7,0.07
292517,7,0.58
292568,7,50.12
292493,7,43.35
292519,7,5.08
280373,7,24.15
292579,7,3.4
292580,7,1.32
290465,7,109.49
292586,7,0.13
291868,7,0.32
292590,7,0.22
292354,7,9.12
285527,7,43.52
292598,7,2.33
292596,7,106.59
292595,7,105.28
292600,7,1.57
292572,7,101.3
292601,7,113.69
292602,7,18.63
292566,7,3.37
292587,7,36.65
292606,7,37.15
291576,7,43.48
292608,7,117.5
292613,7,0.55
292615,7,0.22
292486,7,144.02
288997,7,0.12
292620,7,41.05
292619,7,10.22
292573,7,114.3
292491,7,7.52
292632,7,42.13
292634,7,6.53
292637,7,33.73
292638,7,1.62
292640,7,107.7
292645,7,0.52
292647,7,0.5
290353,7,116.09
292651,7,0.77
292650,7,109.77
292655,7,0.08
292653,7,10.07
292611,7,112.6
292657,7,5.05
292659,7,0.62
292662,7,6.33
292666,7,1.2
292672,7,0.37
292671,7,10.58
292684,7,40.98
275445,7,105.88
291854,7,2.53
292699,7,0.58
292151,7,121.67
276869,7,0.13
283603,7,0.6
292710,7,0.98
292714,7,41.05
292713,7,43.72
292578,7,119.55
292721,7,3.82
292731,7,33.73
292732,7,0.83
292725,7,1.09
292737,7,0.13
292741,7,41.14
292743,7,6.62
292531,7,103.66
292749,7,0.68
292585,7,109.54
281477,7,0.17
262699,7,1.2
292751,7,0.07
259846,7,188.6
292759,7,4.77
292762,7,2.01
292764,7,11.13
292766,7,1.2
292767,7,7.85
292768,7,71
292689,7,56.45
292739,7,45.63
292774,7,27.13
292776,7,1.33
292781,7,0.07
292785,7,0.65
292584,7,27.9
292628,7,4.82
292790,7,0.12
292791,7,0.68
292804,7,0.83
292773,7,41.05
292810,7,0.13
292816,7,1.13
292817,7,0.12
292824,7,37.39
292826,7,0.05
292838,7,10.5
292836,7,18.65
292820,7,15.41
292182,7,0.6
292742,7,15.6
290748,7,25.22
292784,7,18.87
292848,7,33.23
292720,7,75.68
292852,7,27.5
292853,7,0.82
292857,7,0.07
292859,7,1.45
292875,7,24.14
292874,7,0.12
292876,7,4.3
292884,7,8.12
292882,7,1.33
292891,7,0.13
292893,7,6.25
292898,7,38.83
292782,7,6.13
292904,7,32.64
292913,7,0.08
292914,7,0.67
292916,7,16.52
292921,7,0.48
292926,7,41.2
292927,7,1.58
292498,7,42.83
292929,7,0.08
292862,7,135.25
292923,7,27.87
291377,7,1.54
292931,7,158.55
292937,7,12.95
292941,7,0.47
290020,7,46.37
292942,7,0.08
292943,7,2.9
292947,7,2.68
269667,7,0.08
292952,7,1.25
292954,7,0.05
292955,7,41.69
292959,7,6.08
292961,7,19.33
292964,7,19.02
292574,7,119.57
292965,7,8.77
292968,7,0.27
292864,7,4.97
292972,7,9.95
292978,7,6.17
292939,7,42.61
290152,7,1.81
292983,7,4.83
292987,7,0.08
292988,7,0.6
292991,7,17.7
291371,7,0.05
292830,7,0.42
292996,7,0.2
292995,7,5.65
284229,7,1.1
292846,7,0.17
277754,7,0.18
293007,7,0.13
293008,7,31.62
293010,7,12.43
293012,7,17.75
293018,7,0.07
293019,7,41.01
289102,7,0.26
293024,7,0.41
293027,7,0.15
293030,7,40.18
293031,7,41.28
293033,7,0.25
293036,7,0.82
293038,7,16.42
293041,7,9.5
293043,7,0.1
293045,7,29.43
293048,7,2.58
293058,7,41.68
293062,7,4.43
293064,7,23.29
293071,7,6.5
293076,7,0.12
293077,7,1.78
293083,7,109.52
293085,7,0.13
287636,7,42.02
293097,7,6.82
292454,7,34.54
265685,7,225.43
293109,7,69.9
293111,7,2.65
293119,7,0.25
293124,7,18.28
293125,7,18.25
293129,7,6.55
293135,7,0.67
293138,7,44.83
279062,7,43.55
293159,7,0.57
293160,7,0.07
288839,7,10.53
277840,7,0.32
293166,7,2.98
293173,7,0.05
292770,7,1.13
290357,7,5.7
293156,7,106.57
292967,7,41.03
293178,7,10.65
293179,7,6.18
293181,7,0.42
292635,7,6.33
293183,7,27.48
274334,7,41.93
280961,7,11.16
292877,7,10.22
293192,7,0.05
293194,7,33
292473,7,0.17
292463,7,42.67
293197,7,40.22
292447,7,45.86
293206,7,16.23
293214,7,140.7
293227,7,21.38
293228,7,0.43
293229,7,0.12
293234,7,2.68
292682,7,0.08
293237,7,1.2
293238,7,0.17
293251,7,0.07
293252,7,12.53
292648,7,114.36
293067,7,105.25
293271,7,1.13
293278,7,0.42
289938,7,0.07
293283,7,6.6
293294,7,43.42
272576,7,41.15
293298,7,119.57
293307,7,0.79
293309,7,32.73
293310,7,4.22
293312,7,0.05
293314,7,5.25
293315,7,5.68
292658,7,36.5
293327,7,0.3
293330,7,109.3
293332,7,0.37
293324,7,126.32
293340,7,1.9
293341,7,0.2
293345,7,142.59
269925,7,0.15
293355,7,6.63
293361,7,0.05
293362,7,0.27
293364,7,9.68
293365,7,50.02
293369,7,0.07
293377,7,18.63
293216,7,18.6
293386,7,5.39
293389,7,0.22
290703,7,43.02
293394,7,0.07
288719,7,142.23
293397,7,8.17
293270,7,26.93
293282,7,38.62
293403,7,6.3
293409,7,3.47
285324,7,0.25
282454,7,0.45
293415,7,0.62
293418,7,66.66
293419,7,10.47
293422,7,1.18
293426,7,0.17
293328,7,48.58
293427,7,9.01
293431,7,9.17
293002,7,105
293444,7,0.08
293395,7,6.2
292625,7,111.4
293446,7,7.98
293437,7,0.08
293452,7,1.43
293123,7,0.82
293453,7,0.62
293319,7,3.4
293458,7,44.53
293460,7,0.93
292815,7,218.04
293462,7,5.99
293465,7,8.63
293461,7,41.18
293469,7,5.05
293477,7,0.05
293488,7,12.33
293494,7,40.8
293495,7,0.63
293502,7,37.78
293509,7,16.98
293512,7,1.2
292667,7,36.38
293516,7,3.63
293358,7,7.52
293517,7,43.66
293504,7,1.92
293528,7,26.62
279923,7,40.93
293530,7,42.02
293311,7,43.68
293384,7,0.3
277748,7,1.55
293545,7,12.4
293547,7,43.83
293548,7,4.53
293549,7,9.87
293552,7,0.27
293557,7,12.26
293564,7,138.17
293565,7,0.1
293566,7,0.07
293570,7,2.51
293569,7,6.13
287536,7,7.33
293578,7,0.12
293447,7,47.01
293583,7,41.63
293585,7,0.07
293590,7,9.91
287466,7,0.13
293600,7,0.08
293602,7,33.98
293603,7,38.37
293604,7,0.05
293609,7,0.07
292969,7,10.47
293610,7,0.05
293612,7,1.17
293614,7,36.16
293618,7,6.65
293623,7,11.98
293626,7,48.9
293633,7,0.7
293561,7,2.75
293639,7,45.45
293643,7,38.43
293644,7,39.18
293649,7,0.1
293646,7,42.75
293653,7,2.13
293540,7,0.33
293665,7,2.93
293662,7,43.5
293671,7,2.07
293664,7,11.85
293676,7,0.27
293675,7,6.4
293666,7,151.42
278150,7,1.15
293691,7,0.33
293593,7,2.07
293694,7,0.1
293700,7,11.37
293707,7,1.08
293710,7,25.72
293713,7,105.77
293712,7,0.95
277834,7,114.67
293734,7,0.22
293739,7,1.92
293742,7,0.65
293746,7,2.68
293749,7,0.28
293752,7,1.08
293753,7,10.72
293758,7,39.43
292589,7,60.49
293764,7,0.28
293776,7,0.93
293682,7,41.07
293303,7,103.59
293799,7,2.12
293803,7,0.8
293807,7,0.08
293815,7,15.83
293821,7,0.05
293560,7,0.63
293828,7,0.05
293834,7,0.08
293835,7,1.12
293836,7,54.81
293838,7,0.47
293841,7,0.12
270607,7,119.89
293668,7,1.18
293852,7,0.2
293855,7,14.15
293727,7,41.7
293859,7,3.12
293860,7,0.6
293866,7,68.39
293868,7,1.18
293869,7,2.23
293870,7,0.08
293873,7,1.72
293887,7,42.27
293891,7,0.58
293898,7,41.95
293901,7,1.9
293911,7,0.12
293919,7,0.23
293918,7,4.15
293924,7,43.65
293923,7,17.86
293926,7,1.07
292017,7,0.28
293937,7,0.68
293814,7,0.18
293945,7,3.75
293950,7,1.4
293951,7,109.27
293956,7,0.05
293959,7,0.08
293381,7,5.85
293960,7,0.53
290422,7,1.27
293964,7,17.78
293965,7,111.78
293967,7,8.23
293970,7,20.93
293973,7,0.05
293978,7,1.2
276549,7,44.14
293979,7,45.03
293976,7,41.94
293993,7,0.15
294008,7,0.07
294012,7,0.33
294011,7,0.3
294007,7,0.88
294016,7,0.32
294015,7,0.08
294021,7,0.05
294022,7,0.53
294024,7,61.51
294025,7,0.05
294028,7,0.75
294044,7,0.08
294049,7,1.28
294050,7,30.85
294057,7,0.07
294059,7,0.13
291895,7,22.72
294068,7,1.52
294069,7,0.57
294071,7,0.1
294072,7,0.13
292408,7,6.8
293705,7,44.78
294082,7,0.12
291061,7,105.73
294085,7,0.23
294006,7,146.41
294099,7,0.35
294102,7,0.07
294103,7,0.58
293286,7,41.55
294106,7,0.3
290109,7,3.65
294061,7,37.77
294120,7,0.07
294111,7,44.18
294123,7,1.03
294125,7,0.13
279404,7,0.67
293185,7,47
294091,7,0.23
293879,7,43.27
294134,7,6.18
294135,7,0.12
294133,7,3.22
292311,7,0.62
292935,7,23.46
294101,7,46.62
294139,7,0.18
294131,7,109.2
292462,7,2.37
294051,7,20.13
294157,7,0.05
294156,7,20.7
294155,7,18.09
294158,7,0.93
294166,7,32.03
288021,7,125.2
294118,7,6.22
294181,7,41.08
294182,7,26.45
294185,7,6.87
294191,7,7
294194,7,21.6
294203,7,32.48
294206,7,0.3
294219,7,132.79
294225,7,16.85
294122,7,14.95
293248,7,1.25
294243,7,1.03
293539,7,123.37
294246,7,0.08
294247,7,0.12
294248,7,0.42
289019,7,54.41
294239,7,3.93
291485,7,0.1
294281,7,0.42
294287,7,0.73
294290,7,8.08
294286,7,110.5
294300,7,28.75
294301,7,0.2
294305,7,0.05
268178,7,0.05
293791,7,1.35
294297,7,9.82
294136,7,6.18
294311,7,0.55
294245,7,0.07
294208,7,2.92
293021,7,48.22
294319,7,13.65
294327,7,0.15
294284,7,2.57
294328,7,0.07
292048,7,106.18
294333,7,0.47
294338,7,108.49
284613,7,37.22
294344,7,17.78
281259,7,0.1
294349,7,0.08
283704,7,2.97
294356,7,2.08
294354,7,33.97
294362,7,9.13
294366,7,0.22
293673,7,8.93
294353,7,0.17
294369,7,9.77
294371,7,0.2
294372,7,0.15
294260,7,1.08
294374,7,0.12
294378,7,0.58
294380,7,0.73
294389,7,4.82
294393,7,1.57
294402,7,11.15
294404,7,0.07
294403,7,0.07
294387,7,29.11
294407,7,5.72
294412,7,45.16
294413,7,9.53
294400,7,10.47
294406,7,20.22
294423,7,2.12
294424,7,44.47
290201,7,2.96
294436,7,24.05
294438,7,10.52
294440,7,39.73
294447,7,0.18
294449,7,2.92
294451,7,11.25
294462,7,0.2
294463,7,0.12
294464,7,1.34
294466,7,49.52
294467,7,2.5
294469,7,0.27
294475,7,0.05
294477,7,2.58
267488,7,19.96
292966,7,0.1
294483,7,38.37
294484,7,0.05
294488,7,0.43
294489,7,1.35
294491,7,0.05
294495,7,0.33
294193,7,34.45
294507,7,14.8
294509,7,0.05
294020,7,5.85
294520,7,0.87
294523,7,1.97
294092,7,11.03
294530,7,0.05
294539,7,0.57
290662,7,0.12
294320,7,2.63
294429,7,117
294547,7,51.61
294562,7,3.98
294535,7,2.52
293541,7,108.76
294575,7,139.8
294578,7,2.33
294584,7,0.07
294471,7,0.82
294590,7,28.85
294597,7,28.68
294598,7,0.25
282976,7,0.1
294599,7,0.47
294604,7,12.78
294606,7,0.53
278890,7,118.05
292992,7,19.08
294492,7,18.08
294624,7,6.55
294627,7,0.4
294630,7,3.9
294631,7,18.25
294633,7,110.47
294649,7,0.1
294651,7,30.98
294653,7,0.42
294654,7,0.23
294658,7,77.41
294659,7,1.73
294661,7,0.15
294660,7,6.23
294667,7,0.15
294670,7,6.92
294679,7,4.32
294682,7,108.78
294688,7,2.53
289332,7,50.15
294691,7,39.03
294689,7,46.21
294707,7,37.48
294709,7,0.27
294713,7,0.12
294714,7,2.5
294663,7,1.8
294715,7,53.15
294733,7,28.15
294734,7,0.17
294481,7,49.01
294737,7,6.12
294738,7,0.53
294722,7,1.13
294740,7,2.77
290554,7,112.88
294742,7,1.57
294744,7,0.12
294735,7,0.23
292496,7,53.88
294752,7,0.57
292033,7,121.3
294767,7,20.98
294769,7,0.25
294773,7,11.1
292499,7,105.9
294784,7,17.87
294786,7,0.68
294787,7,1.58
294791,7,0.13
294792,7,0.05
294800,7,0.82
294803,7,0.38
294612,7,1.13
294812,7,0.12
294816,7,5.52
294819,7,2.55
294824,7,0.07
294825,7,0.17
293346,7,17.3
294826,7,0.15
294827,7,0.05
294830,7,30.17
294834,7,0.73
294836,7,9.35
294842,7,1.07
294847,7,6.82
294859,7,34.52
294845,7,62.52
294849,7,1
294874,7,1.42
294875,7,20.57
294771,7,0.53
292478,7,39.33
294884,7,0.05
268492,7,0.13
294887,7,1.13
292819,7,0.18
281938,7,43.92
294894,7,26.9
294895,7,0.32
294898,7,0.6
294896,7,43.6
294907,7,138.33
294914,7,10.42
294916,7,34.9
294814,7,0.05
294924,7,0.17
294926,7,5.13
294927,7,0.1
294931,7,0.73
294560,7,113.28
294933,7,1.28
294934,7,15.75
294937,7,0.82
294905,7,9.45
294948,7,104.43
294961,7,0.73
294960,7,1.17
294962,7,1.37
280913,7,115.99
294973,7,6.18
294979,7,166.99
294981,7,6.55
292757,7,0.57
294982,7,1.97
294986,7,0.05
293955,7,0.77
294991,7,0.07
295002,7,0.13
293013,7,46.13
295008,7,0.38
295011,7,1.57
295017,7,10.35
295018,7,0.25
295023,7,0.07
292177,7,19.43
295028,7,3.03
294540,7,18.61
295001,7,0.35
294218,7,6.77
295035,7,34.63
295036,7,5.57
294664,7,18.88
295050,7,52.58
294227,7,96.9
295062,7,2.4
294853,7,3.68
295070,7,0.12
295069,7,13.35
295077,7,32.5
295078,7,2.98
295088,7,148.63
295091,7,0.1
295095,7,2.72
295094,7,18.82
295097,7,16.9
295098,7,12.75
295106,7,105.05
295112,7,10.22
294221,7,26.7
295117,7,30.08
295120,7,2.45
294229,7,49.03
295122,7,3.93
295123,7,0.08
295125,7,0.53
295126,7,6.88
295133,7,1.03
295134,7,0.12
295142,7,0.07
293213,7,0.75
295148,7,3.92
295151,7,0.65
287818,7,0.08
295163,7,0.12
295164,7,105.22
294807,7,47.17
295168,7,6.73
295172,7,6.62
295173,7,0.27
295177,7,65.33
295174,7,9.62
295176,7,18.4
281501,7,0.07
295185,7,2.3
295189,7,0.07
295192,7,23.71
295195,7,0.2
294340,7,3.3
295200,7,0.72
289538,7,0.05
295219,7,0.72
295222,7,2.93
295224,7,30.57
295231,7,0.07
295084,7,37.3
295233,7,2.77
295232,7,0.05
295211,7,0.32
295235,7,10.47
295237,7,0.45
295240,7,1
295241,7,45.16
295244,7,10.73
295243,7,0.2
295249,7,14.8
295253,7,7.22
295256,7,110.9
295258,7,0.27
295261,7,49.01
295260,7,0.22
295262,7,111.73
295264,7,43.4
295269,7,0.08
293902,7,8.45
293543,7,43.98
295206,7,38.78
294802,7,0.05
295293,7,10.8
295304,7,1.25
295303,7,7.33
295306,7,11.25
295312,7,0.33
295313,7,50.67
295318,7,0.67
295325,7,7.45
295327,7,6.6
295333,7,3.87
295335,7,71.13
295343,7,17.9
295345,7,1.33
295353,7,0.22
295307,7,4.12
295358,7,0.92
295361,7,40.02
295363,7,42.18
295322,7,107.62
292510,7,107.02
294965,7,1.6
294949,7,121.96
295373,7,0.07
295375,7,6.08
295147,7,13.82
295382,7,0.15
295259,7,31.55
295384,7,1.77
295386,7,0.07
289503,7,0.15
295393,7,24.17
295387,7,0.42
295283,7,13.45
295402,7,0.12
295398,7,46.25
295405,7,2.58
295420,7,46.18
295421,7,6.15
295428,7,24.77
289551,7,0.8
295438,7,3.25
295445,7,33.7
295444,7,11.37
291183,7,1.25
294674,7,43.01
295458,7,0.68
295461,7,0.23
295463,7,7.32
293126,7,0.33
295470,7,4.95
284084,7,1.27
295466,7,10.38
289049,7,52.03
295310,7,14.85
295494,7,0.07
295459,7,2.96
295501,7,0.12
290434,7,2.82
295502,7,0.93
295381,7,9.72
295507,7,18.01
295511,7,7.75
295512,7,48.2
295522,7,1.2
295528,7,0.35
295526,7,0.08
295535,7,0.18
295536,7,0.07
295538,7,3.93
289288,7,56.04
277277,7,0.13
295557,7,0.82
295570,7,55.95
295573,7,98.38
294104,7,9.53
295578,7,75.87
295581,7,5.87
295592,7,3.62
271715,7,2.22
295597,7,0.63
295598,7,89.04
295608,7,0.12
295355,7,40.69
290474,7,0.38
295114,7,42.07
294114,7,6.13
289163,7,0.05
295324,7,44.6
295632,7,6.73
295611,7,19.12
295644,7,2.41
295652,7,13.22
295651,7,2.52
295658,7,2.52
295669,7,0.25
295671,7,52.87
295675,7,18.01
295681,7,9.41
294196,7,0.18
295685,7,32.02
295688,7,47.3
295689,7,41.33
293233,7,0.62
295690,7,1.15
295670,7,0.05
295695,7,6.57
295697,7,92.1
295682,7,0.13
295704,7,1.48
295079,7,23.9
295722,7,7.57
295710,7,28.78
295371,7,1.12
280496,7,19.23
295731,7,0.38
295737,7,0.37
295600,7,31.48
295586,7,10
295750,7,11.58
294988,7,1.57
295757,7,3.82
295756,7,42.12
295580,7,7.82
295143,7,12.15
295760,7,10.48
288088,7,44.75
295766,7,1.23
295771,7,44.87
295783,7,1.68
295787,7,0.12
295799,7,0.07
295800,7,7.3
295803,7,77.76
295805,7,39.77
295790,7,15.7
295812,7,2.62
295815,7,1.3
295817,7,51.55
259961,7,0.1
295825,7,108.82
