student_id,course_id,minutes_watched,date_watched
282273,3,5.02,9/16/2022
274781,3,110.48,9/17/2022
266187,3,16.87,9/17/2022
262569,3,14.87,9/17/2022
284438,3,49.35,9/17/2022
275449,3,75.8,9/17/2022
276439,3,121.57,9/17/2022
291084,3,0.83,9/17/2022
274781,3,65.05,9/18/2022
276439,3,65.2,9/18/2022
262569,3,25.27,9/18/2022
285406,3,29.52,9/18/2022
275449,3,103.7,9/18/2022
291108,3,0.05,9/18/2022
284438,3,2.02,9/18/2022
274781,3,39.63,9/19/2022
287413,3,0.97,9/19/2022
285406,3,18.65,9/19/2022
285411,3,17.48,9/19/2022
284438,3,13.87,9/19/2022
262569,3,15.85,9/19/2022
291316,3,0.05,9/19/2022
276439,3,95.33,9/19/2022
281294,3,6.72,9/19/2022
282542,3,33.55,9/19/2022
291365,3,3.4,9/19/2022
274781,3,41.98,9/20/2022
284438,3,104.95,9/20/2022
275449,3,106.13,9/20/2022
260646,3,1.45,9/20/2022
261819,3,64.28,9/20/2022
262569,3,18.98,9/20/2022
279738,3,4.87,9/20/2022
282273,3,111.05,9/21/2022
274781,3,1.53,9/21/2022
261819,3,32.37,9/21/2022
284438,3,14.73,9/21/2022
289005,3,0.13,9/21/2022
262569,3,34.55,9/21/2022
285406,3,40.95,9/21/2022
260646,3,2.62,9/21/2022
280048,3,0.32,9/21/2022
279738,3,35.25,9/21/2022
290496,3,43,9/21/2022
282218,3,6.02,9/21/2022
275449,3,21.18,9/21/2022
291528,3,0.42,9/22/2022
275449,3,114.87,9/22/2022
285406,3,25,9/22/2022
261819,3,3.02,9/22/2022
291677,3,0.08,9/22/2022
290496,3,64.15,9/22/2022
282273,3,81.72,9/22/2022
275449,3,0.15,9/23/2022
284438,3,56.37,9/23/2022
290206,3,4.08,9/23/2022
288875,3,0.77,9/23/2022
285406,3,65.97,9/23/2022
261519,3,3.1,9/23/2022
290496,3,27.55,9/23/2022
260646,3,50.72,9/23/2022
262569,3,26.28,9/23/2022
282273,3,116.97,9/23/2022
282542,3,1.03,9/23/2022
279482,3,110.8,9/24/2022
274781,3,1.1,9/24/2022
284438,3,20.83,9/24/2022
269570,3,12.33,9/24/2022
285406,3,26.83,9/24/2022
290496,3,11.37,9/24/2022
291914,3,0.47,9/24/2022
282929,3,0.42,9/24/2022
260646,3,18.78,9/24/2022
261682,3,0.27,9/24/2022
283426,3,1.25,9/24/2022
282542,3,13.7,9/24/2022
291973,3,1.72,9/24/2022
282542,3,29.37,9/25/2022
284438,3,17.88,9/25/2022
262569,3,15.3,9/25/2022
290496,3,19.03,9/25/2022
260646,3,24.72,9/25/2022
285406,3,52.75,9/25/2022
289083,3,0.72,9/25/2022
291914,3,0.33,9/25/2022
273936,3,0.17,9/25/2022
284438,3,43.98,9/26/2022
285406,3,31.12,9/26/2022
292046,3,0.1,9/26/2022
273936,3,0.97,9/26/2022
279482,3,90.32,9/26/2022
290206,3,9.1,9/26/2022
262569,3,8.07,9/26/2022
260646,3,0.22,9/26/2022
274893,3,0.05,9/26/2022
284438,3,47.33,9/27/2022
269570,3,54.03,9/27/2022
290206,3,33.42,9/27/2022
262569,3,14.48,9/27/2022
260646,3,8.07,9/27/2022
290496,3,8.85,9/27/2022
285411,3,43.27,9/27/2022
285411,3,113.73,9/28/2022
262569,3,16.35,9/28/2022
288140,3,0.08,9/28/2022
290496,3,17.77,9/28/2022
273936,3,0.12,9/28/2022
292428,3,0.05,9/28/2022
265337,3,16.88,9/28/2022
289270,3,5.88,9/28/2022
282273,3,25.13,9/28/2022
282273,3,18.72,9/29/2022
292394,3,18.02,9/29/2022
285411,3,102.25,9/29/2022
289270,3,32.22,9/29/2022
284438,3,26.77,9/29/2022
290496,3,54.8,9/29/2022
262569,3,7.33,9/29/2022
275276,3,10.95,9/29/2022
288315,3,39.18,9/29/2022
292492,3,2.63,9/29/2022
284438,3,50.37,9/30/2022
292394,3,0.1,9/30/2022
265337,3,0.08,9/30/2022
262569,3,14.13,9/30/2022
285411,3,109.6,9/30/2022
275276,3,17.12,9/30/2022
288315,3,64.2,9/30/2022
263759,3,54,9/30/2022
292712,3,0.08,9/30/2022
289270,3,4.17,9/30/2022
291626,3,0.23,9/30/2022
292783,3,0.25,10/1/2022
291622,3,0.98,10/1/2022
272991,3,0.1,10/1/2022
289270,3,28.15,10/1/2022
288315,3,13.97,10/1/2022
282273,3,13.43,10/1/2022
290206,3,4.35,10/2/2022
288315,3,12.42,10/2/2022
262569,3,32.9,10/2/2022
292948,3,1.27,10/2/2022
278764,3,65.5,10/2/2022
269526,3,0.33,10/2/2022
293029,3,0.97,10/3/2022
275276,3,91.78,10/3/2022
261819,3,63.17,10/3/2022
265337,3,6.78,10/3/2022
278764,3,15.08,10/3/2022
264146,3,64.62,10/3/2022
263759,3,16.77,10/3/2022
284438,3,3.05,10/3/2022
279482,3,38.85,10/3/2022
282273,3,86.53,10/4/2022
277953,3,0.1,10/4/2022
275276,3,0.07,10/4/2022
264146,3,88.98,10/4/2022
291744,3,49.55,10/4/2022
293064,3,0.88,10/4/2022
262569,3,6.6,10/4/2022
262569,3,0.18,10/5/2022
264146,3,80.95,10/5/2022
289270,3,10.72,10/5/2022
263759,3,13.1,10/5/2022
282273,3,37.18,10/5/2022
291744,3,48.35,10/6/2022
275276,3,77.53,10/6/2022
261819,3,50.78,10/6/2022
264146,3,74.35,10/6/2022
263759,3,22.23,10/6/2022
262569,3,4.08,10/6/2022
271950,3,7.18,10/6/2022
279482,3,72.77,10/7/2022
271950,3,0.97,10/7/2022
266766,3,0.25,10/7/2022
293583,3,46.97,10/7/2022
275276,3,46.22,10/7/2022
290496,3,0.23,10/7/2022
262569,3,32.95,10/7/2022
264146,3,68.12,10/7/2022
293679,3,1.1,10/7/2022
293064,3,16.57,10/7/2022
289270,3,16,10/7/2022
277084,3,5.93,10/7/2022
268825,3,0.57,10/7/2022
284482,3,78.6,10/8/2022
262569,3,15.98,10/8/2022
264146,3,82.93,10/8/2022
289270,3,23.02,10/8/2022
261756,3,2.15,10/8/2022
265878,3,0.13,10/8/2022
271950,3,25.72,10/8/2022
277084,3,15.17,10/8/2022
262569,3,21.85,10/9/2022
261756,3,10.75,10/9/2022
264146,3,40.85,10/9/2022
277084,3,8.3,10/9/2022
284482,3,96.03,10/9/2022
271950,3,42.68,10/9/2022
284482,3,36.38,10/10/2022
271950,3,120.85,10/10/2022
263480,3,0.13,10/10/2022
275276,3,47.42,10/10/2022
261819,3,307.22,10/10/2022
262569,3,31.42,10/10/2022
277084,3,55.12,10/10/2022
284954,3,44.98,10/10/2022
293583,3,28.05,10/10/2022
263759,3,16.68,10/10/2022
286199,3,12.05,10/11/2022
284482,3,9.92,10/11/2022
289270,3,20.68,10/11/2022
275276,3,39.17,10/11/2022
261819,3,41.37,10/11/2022
277084,3,28.48,10/11/2022
280121,3,37.28,10/11/2022
282273,3,0.35,10/11/2022
271950,3,0.1,10/11/2022
275276,3,49.73,10/12/2022
289270,3,35.33,10/12/2022
284954,3,0.17,10/12/2022
262569,3,16.25,10/12/2022
279482,3,160.15,10/12/2022
280121,3,23.78,10/12/2022
293894,3,10.35,10/12/2022
284482,3,20.15,10/12/2022
279482,3,91.5,10/13/2022
275276,3,30.85,10/13/2022
281993,3,0.35,10/13/2022
280121,3,67.55,10/13/2022
284482,3,42.77,10/14/2022
279482,3,152.07,10/14/2022
294646,3,4.58,10/14/2022
275276,3,5.23,10/14/2022
262569,3,26.27,10/14/2022
281796,3,22.73,10/14/2022
281993,3,6.98,10/14/2022
263759,3,48.58,10/14/2022
279482,3,91.18,10/15/2022
280121,3,95.12,10/15/2022
284482,3,54.18,10/15/2022
266001,3,6.15,10/15/2022
280121,3,13.37,10/16/2022
294715,3,0.05,10/16/2022
278764,3,0.1,10/16/2022
280121,3,103.48,10/17/2022
262569,3,33.23,10/17/2022
265337,3,33.63,10/17/2022
284954,3,85.07,10/17/2022
263759,3,14.62,10/17/2022
295113,3,0.52,10/18/2022
275276,3,46.27,10/18/2022
293083,3,62.73,10/18/2022
295167,3,0.88,10/18/2022
284954,3,59.2,10/18/2022
280121,3,45.88,10/18/2022
284438,3,18,10/18/2022
265337,3,20.92,10/18/2022
295177,3,40.18,10/18/2022
271519,3,15.13,10/18/2022
284438,3,19.58,10/19/2022
295310,3,0.4,10/19/2022
295311,3,3.3,10/19/2022
280121,3,43.55,10/19/2022
280121,3,19.45,10/20/2022
291576,3,1.08,10/20/2022
292057,3,0.73,10/20/2022
261721,3,69.37,10/20/2022
295474,3,17.95,10/20/2022
263759,3,16.95,10/20/2022
262580,3,15.2,10/20/2022
280121,3,83.23,10/21/2022
295527,3,0.45,10/21/2022
295528,3,1.08,10/21/2022
281993,3,41.17,10/21/2022
286826,3,66.22,10/21/2022
293083,3,75.58,10/22/2022
295692,3,0.23,10/22/2022
284482,3,24.87,10/22/2022
262569,3,31.07,10/22/2022
280121,3,58.33,10/23/2022
293083,3,81.22,10/23/2022
271519,3,51.17,10/23/2022
284482,3,63.37,10/23/2022
280121,3,20.97,10/24/2022
293083,3,109.78,10/24/2022
261674,3,0.72,10/24/2022
295949,3,0.68,10/24/2022
292151,3,62.53,10/24/2022
271519,3,18.32,10/24/2022
280121,3,0.17,10/25/2022
282032,3,16.53,10/25/2022
295527,3,0.33,10/25/2022
292151,3,62.5,10/25/2022
274825,3,77.98,10/25/2022
263759,3,34.55,10/25/2022
283406,3,7.43,10/25/2022
295262,3,6.55,10/26/2022
277864,3,0.07,10/26/2022
271519,3,12.78,10/26/2022
295528,3,0.05,10/26/2022
292151,3,177.18,10/26/2022
293083,3,27.15,10/26/2022
296215,3,69.38,10/26/2022
296280,3,0.08,10/26/2022
274825,3,9.68,10/26/2022
296335,3,4.92,10/26/2022
272510,3,0.05,10/26/2022
264146,3,8.67,10/27/2022
269110,3,1.35,10/27/2022
296386,3,25.22,10/27/2022
296215,3,42.97,10/27/2022
296423,3,0.78,10/27/2022
293083,3,99.73,10/27/2022
263825,3,80.72,10/27/2022
292151,3,105.17,10/27/2022
296327,3,0.38,10/27/2022
295829,3,0.08,10/27/2022
284241,3,0.18,10/27/2022
291425,3,0.13,10/27/2022
296451,3,1.55,10/27/2022
295890,3,0.28,10/27/2022
266001,3,45.33,10/27/2022
296386,3,16.73,10/28/2022
291789,3,60.9,10/28/2022
292151,3,125.38,10/28/2022
271400,3,4.33,10/28/2022
291425,3,63.73,10/28/2022
263825,3,51.83,10/28/2022
292572,3,10.05,10/28/2022
269110,3,47.72,10/28/2022
280121,3,45.42,10/28/2022
280548,3,3.47,10/29/2022
291425,3,82.7,10/29/2022
291789,3,66.98,10/29/2022
263825,3,40.52,10/29/2022
289270,3,2.33,10/29/2022
279482,3,0.13,10/29/2022
269110,3,10.07,10/29/2022
291789,3,62.12,10/30/2022
289270,3,33.12,10/30/2022
295528,3,0.6,10/30/2022
293713,3,12.87,10/30/2022
296864,3,1.03,10/30/2022
292572,3,6.47,10/30/2022
260910,3,48.62,10/30/2022
269110,3,47.5,10/30/2022
296900,3,0.93,10/30/2022
296904,3,0.1,10/30/2022
296033,3,21.23,10/30/2022
296926,3,1.28,10/30/2022
294189,3,0.27,10/30/2022
296933,3,3.27,10/31/2022
291789,3,63.12,10/31/2022
264146,3,0.73,10/31/2022
280121,3,32.47,10/31/2022
274552,3,44.57,10/31/2022
288269,3,31.32,10/31/2022
294948,3,0.07,10/31/2022
269110,3,60.75,10/31/2022
281993,3,0.07,10/31/2022
289270,3,9.03,10/31/2022
295973,3,2.83,10/31/2022
274825,3,13.68,10/31/2022
271950,3,5.12,10/31/2022
258973,4,2.43,1/2/2022
258994,4,65.1,1/2/2022
258994,4,16,1/3/2022
259246,4,4.42,1/4/2022
259110,4,17.43,1/5/2022
259478,4,1.13,1/7/2022
258994,4,14,1/10/2022
260321,4,75.37,1/16/2022
260321,4,28.08,1/17/2022
260321,4,114.9,1/18/2022
260321,4,56.5,1/19/2022
260982,4,0.78,1/19/2022
260321,4,51.68,1/20/2022
260702,4,0.37,1/21/2022
260494,4,82.83,1/21/2022
260494,4,10.33,1/22/2022
261299,4,11.28,1/23/2022
260604,4,0.25,1/24/2022
261437,4,0.88,1/24/2022
261517,4,23.13,1/25/2022
261517,4,33.98,1/26/2022
261610,4,68.42,1/26/2022
261646,4,1.53,1/26/2022
261610,4,9.5,1/27/2022
261786,4,18.72,1/27/2022
261610,4,64.07,1/28/2022
261615,4,0.25,1/28/2022
261870,4,4.93,1/28/2022
261610,4,0.4,1/30/2022
261610,4,10,1/31/2022
261269,4,0.77,1/31/2022
262106,4,0.07,1/31/2022
262186,4,0.38,1/31/2022
260952,4,9.38,2/2/2022
262534,4,4.95,2/3/2022
262580,4,6.93,2/3/2022
262580,4,36.65,2/4/2022
262609,4,0.05,2/4/2022
258845,4,32.3,2/4/2022
261359,4,17.47,2/4/2022
262693,4,4.55,2/4/2022
259865,4,7.02,2/5/2022
261359,4,79.42,2/5/2022
261359,4,47.32,2/6/2022
262580,4,3.6,2/7/2022
261359,4,29.28,2/7/2022
262738,4,0.23,2/7/2022
261681,4,0.12,2/7/2022
261359,4,83.37,2/8/2022
260702,4,0.33,2/8/2022
261359,4,31.58,2/9/2022
262580,4,2.23,2/10/2022
261359,4,57,2/10/2022
259859,4,13.5,2/10/2022
262580,4,43.67,2/11/2022
261171,4,136.78,2/11/2022
261359,4,60.78,2/11/2022
263354,4,0.77,2/11/2022
259859,4,23.78,2/11/2022
261437,4,6.62,2/11/2022
261171,4,286.4,2/12/2022
261359,4,61.1,2/12/2022
261437,4,0.3,2/12/2022
262580,4,39.2,2/12/2022
261359,4,25.73,2/13/2022
261437,4,45.72,2/13/2022
260702,4,0.12,2/14/2022
262459,4,5.75,2/14/2022
261359,4,0.18,2/14/2022
259859,4,18.3,2/14/2022
263699,4,3.67,2/15/2022
263086,4,0.4,2/15/2022
262580,4,0.05,2/15/2022
262580,4,47.1,2/16/2022
263896,4,6.78,2/16/2022
262459,4,58.3,2/17/2022
263943,4,78.3,2/17/2022
264015,4,0.15,2/17/2022
263978,4,3.13,2/17/2022
264024,4,1.73,2/17/2022
262580,4,2.78,2/17/2022
262459,4,38.7,2/18/2022
264024,4,69.33,2/18/2022
263978,4,2.27,2/18/2022
262459,4,34.63,2/19/2022
262459,4,14.48,2/20/2022
260998,4,52.13,2/20/2022
262470,4,23.28,2/20/2022
261437,4,12.33,2/20/2022
260998,4,4.23,2/21/2022
262580,4,2.47,2/22/2022
262580,4,10.23,2/23/2022
260998,4,2.1,2/23/2022
262580,4,19.23,2/24/2022
264024,4,24.77,2/24/2022
264841,4,50.87,2/24/2022
260998,4,27.4,2/24/2022
262580,4,10.95,2/25/2022
260998,4,77.43,2/25/2022
264024,4,3.28,2/25/2022
264841,4,2.92,2/25/2022
260998,4,27.97,2/26/2022
262580,4,16.68,2/26/2022
265086,4,0.85,2/26/2022
265133,4,3.08,2/27/2022
259657,4,0.83,2/28/2022
265333,4,19.08,2/28/2022
263889,4,6.6,3/1/2022
264694,4,95.87,3/1/2022
265259,4,5.02,3/1/2022
260998,4,10.18,3/1/2022
263889,4,0.62,3/2/2022
264694,4,158.75,3/2/2022
262580,4,11.27,3/2/2022
265644,4,16.45,3/2/2022
260998,4,36.18,3/2/2022
265328,4,48.63,3/2/2022
265328,4,5.5,3/3/2022
264699,4,1.12,3/3/2022
265333,4,49.92,3/3/2022
265784,4,0.73,3/3/2022
262580,4,3.02,3/4/2022
260935,4,0.05,3/4/2022
260998,4,74.58,3/4/2022
262580,4,23.95,3/6/2022
259657,4,207.32,3/6/2022
264439,4,5.77,3/7/2022
259657,4,106.95,3/7/2022
262580,4,70.08,3/8/2022
264439,4,0.82,3/8/2022
266308,4,27.42,3/8/2022
266462,4,5.08,3/8/2022
262580,4,0.62,3/9/2022
266462,4,31.17,3/9/2022
262580,4,79.45,3/10/2022
266462,4,40.27,3/10/2022
264439,4,11.1,3/10/2022
266687,4,9.98,3/10/2022
266853,4,0.92,3/11/2022
266462,4,12.37,3/12/2022
258818,4,28.38,3/13/2022
267301,4,3.75,3/14/2022
258818,4,18.62,3/15/2022
266462,4,15.8,3/15/2022
261610,4,1.17,3/16/2022
258818,4,27.15,3/16/2022
266462,4,17.9,3/16/2022
258818,4,10.17,3/17/2022
266462,4,10.8,3/17/2022
267775,4,45.12,3/18/2022
258818,4,27.33,3/18/2022
261777,4,5.03,3/18/2022
263648,4,1.17,3/18/2022
266462,4,33.12,3/18/2022
266462,4,9.63,3/19/2022
266462,4,9.92,3/20/2022
258818,4,15.82,3/20/2022
267898,4,3.33,3/20/2022
264623,4,0.7,3/21/2022
258818,4,15.55,3/21/2022
258818,4,17.03,3/22/2022
268317,4,16.7,3/22/2022
258818,4,10.62,3/24/2022
268489,4,1.8,3/24/2022
268499,4,5.08,3/24/2022
264439,4,16.58,3/25/2022
268649,4,0.18,3/26/2022
262821,4,88.7,3/29/2022
258818,4,32.88,3/29/2022
268895,4,15.3,3/29/2022
262821,4,27.07,3/30/2022
258818,4,19.72,3/30/2022
268993,4,1.8,3/30/2022
268811,4,0.42,3/31/2022
262580,4,12.65,4/1/2022
269260,4,0.48,4/1/2022
262821,4,12.97,4/1/2022
262821,4,113.73,4/2/2022
269260,4,5.97,4/2/2022
269512,4,4.92,4/3/2022
269559,4,30.23,4/4/2022
262821,4,65.2,4/4/2022
265362,4,33.93,4/4/2022
261778,4,34.9,4/4/2022
269559,4,3.02,4/5/2022
261778,4,48.67,4/5/2022
262821,4,49.9,4/5/2022
268811,4,1.57,4/5/2022
269373,4,3.27,4/5/2022
266112,4,55.2,4/5/2022
261510,4,9.23,4/5/2022
261778,4,47.33,4/6/2022
260702,4,0.15,4/6/2022
269559,4,1.28,4/7/2022
261778,4,60.05,4/7/2022
261510,4,13.97,4/7/2022
266112,4,29.92,4/7/2022
261778,4,12.3,4/8/2022
261778,4,9.55,4/9/2022
262821,4,1.32,4/9/2022
262821,4,1.97,4/10/2022
266112,4,7.43,4/10/2022
261778,4,38.1,4/11/2022
266112,4,50.6,4/11/2022
270418,4,0.23,4/11/2022
261778,4,30.9,4/12/2022
268895,4,2.53,4/12/2022
266099,4,13.92,4/12/2022
261778,4,48.12,4/13/2022
266099,4,13.05,4/13/2022
270641,4,30.03,4/13/2022
268989,4,5.78,4/13/2022
261510,4,5.33,4/13/2022
260321,4,20.45,4/14/2022
268989,4,53.68,4/14/2022
270641,4,9.2,4/14/2022
261510,4,2.98,4/14/2022
268989,4,28.7,4/15/2022
270641,4,16.23,4/15/2022
270911,4,0.55,4/15/2022
269769,4,3.45,4/16/2022
266112,4,45.62,4/17/2022
268989,4,51.67,4/18/2022
266112,4,39.3,4/18/2022
271217,4,4.92,4/18/2022
266112,4,44.73,4/19/2022
266112,4,45.75,4/20/2022
268989,4,31.08,4/21/2022
271475,4,39.03,4/21/2022
259011,4,4.97,4/21/2022
266112,4,101.17,4/21/2022
271684,4,0.82,4/23/2022
271745,4,18.62,4/24/2022
260702,4,0.05,4/24/2022
268989,4,37.05,4/26/2022
268989,4,7.72,4/27/2022
261510,4,1.62,4/28/2022
272596,4,4.88,5/2/2022
272644,4,5.93,5/2/2022
271101,4,63.67,5/3/2022
272261,4,70.77,5/3/2022
272729,4,18.3,5/3/2022
272261,4,22.73,5/4/2022
272464,4,0.15,5/4/2022
272282,4,18.42,5/4/2022
272261,4,31.9,5/5/2022
268989,4,50.6,5/5/2022
272886,4,0.05,5/5/2022
272887,4,46.6,5/5/2022
261610,4,50.95,5/6/2022
272887,4,20.52,5/6/2022
272261,4,22.55,5/7/2022
273168,4,3.15,5/8/2022
273185,4,50.87,5/8/2022
272282,4,5.58,5/8/2022
265789,4,35.87,5/9/2022
261610,4,17.3,5/9/2022
272261,4,5.78,5/9/2022
273298,4,2.93,5/9/2022
261610,4,16.87,5/10/2022
273482,4,10.35,5/10/2022
272261,4,40.13,5/11/2022
268989,4,39.8,5/11/2022
273482,4,16.83,5/12/2022
272261,4,26.05,5/12/2022
271701,4,0.08,5/15/2022
268805,4,12.93,5/15/2022
268805,4,47.55,5/16/2022
272199,4,0.62,5/16/2022
273668,4,2.87,5/17/2022
268805,4,79.15,5/17/2022
274309,4,5.32,5/18/2022
268805,4,18.43,5/19/2022
268805,4,62.95,5/20/2022
272261,4,15.77,5/21/2022
270599,4,19.05,5/21/2022
270599,4,7.02,5/22/2022
274685,4,0.33,5/22/2022
261777,4,65.23,5/22/2022
272261,4,1.33,5/22/2022
274422,4,1.02,5/23/2022
274867,4,1.3,5/23/2022
261777,4,21.17,5/23/2022
261777,4,51.63,5/24/2022
270599,4,219.75,5/24/2022
273482,4,1.63,5/24/2022
274961,4,3.88,5/24/2022
274961,4,0.07,5/25/2022
261777,4,51.98,5/25/2022
270599,4,54,5/25/2022
275080,4,2.42,5/26/2022
263494,4,2.93,5/27/2022
261777,4,13.38,5/27/2022
261777,4,24.03,5/28/2022
275213,4,10.12,5/28/2022
269646,4,6.02,5/28/2022
261777,4,18.92,5/29/2022
272261,4,9.27,5/29/2022
275035,4,11.77,5/30/2022
275362,4,47.17,5/30/2022
261777,4,86.47,5/30/2022
272261,4,6.43,5/31/2022
264295,4,24.13,5/31/2022
264295,4,45.48,6/1/2022
272261,4,34.27,6/1/2022
275362,4,23.97,6/1/2022
261777,4,17.73,6/1/2022
261777,4,7.53,6/2/2022
264295,4,37.77,6/2/2022
272261,4,50.38,6/2/2022
275362,4,5.98,6/2/2022
264295,4,15.85,6/3/2022
272261,4,73.65,6/3/2022
275362,4,5.82,6/3/2022
264295,4,44.73,6/4/2022
276202,4,0.45,6/4/2022
276537,4,0.32,6/4/2022
272282,4,22.32,6/4/2022
276659,4,55.22,6/5/2022
276785,4,0.32,6/6/2022
264295,4,41.27,6/6/2022
275362,4,31.27,6/6/2022
276820,4,0.65,6/6/2022
276708,4,11,6/7/2022
276708,4,37.48,6/8/2022
276670,4,2.4,6/8/2022
274276,4,21.07,6/8/2022
276708,4,66.8,6/9/2022
274050,4,165.23,6/9/2022
274961,4,8.1,6/9/2022
277225,4,0.05,6/9/2022
276708,4,36.03,6/10/2022
274050,4,58.48,6/10/2022
274498,4,4.45,6/10/2022
276670,4,1.77,6/10/2022
277319,4,2.68,6/10/2022
263076,4,11.85,6/10/2022
276708,4,35.87,6/11/2022
274498,4,13.77,6/11/2022
263076,4,18.03,6/11/2022
272282,4,28.3,6/11/2022
276708,4,11.78,6/12/2022
276670,4,2.47,6/12/2022
274276,4,4.08,6/13/2022
264476,4,87.93,6/14/2022
274050,4,182.73,6/14/2022
266512,4,4.93,6/14/2022
264476,4,12.6,6/15/2022
277968,4,5.2,6/16/2022
264476,4,90.87,6/16/2022
278050,4,0.2,6/16/2022
263076,4,7.18,6/16/2022
264476,4,24.83,6/17/2022
263076,4,24.45,6/17/2022
276670,4,0.3,6/17/2022
268805,4,0.33,6/17/2022
264476,4,37.48,6/18/2022
263076,4,20.45,6/18/2022
264476,4,1.42,6/20/2022
266512,4,58.35,6/20/2022
275362,4,14.87,6/20/2022
275362,4,10.98,6/21/2022
266512,4,158.67,6/22/2022
278898,4,5.42,6/22/2022
264295,4,47.08,6/23/2022
266512,4,8.85,6/23/2022
264295,4,64.6,6/24/2022
263076,4,16.68,6/24/2022
274498,4,0.08,6/24/2022
262643,4,5.48,6/25/2022
266512,4,67.98,6/25/2022
264295,4,85.2,6/25/2022
263076,4,14.23,6/25/2022
262643,4,53.67,6/26/2022
266512,4,16.27,6/26/2022
266512,4,21.73,6/27/2022
262414,4,17.83,6/27/2022
261590,4,26.2,6/27/2022
278933,4,8.82,6/28/2022
264476,4,11.63,6/29/2022
262414,4,17.42,6/29/2022
266512,4,21.08,6/30/2022
264295,4,91.62,7/1/2022
261359,4,2.42,7/1/2022
263076,4,17.92,7/1/2022
266512,4,61.07,7/1/2022
262414,4,21.52,7/1/2022
266512,4,16.77,7/2/2022
274498,4,0.1,7/2/2022
266512,4,33.93,7/3/2022
264295,4,0.08,7/4/2022
266512,4,18.57,7/4/2022
280312,4,0.32,7/4/2022
263076,4,14.37,7/5/2022
273580,4,36.03,7/5/2022
266512,4,23.98,7/5/2022
273580,4,16.42,7/6/2022
266512,4,24.05,7/6/2022
264476,4,9.18,7/7/2022
280604,4,0.22,7/7/2022
266512,4,24.92,7/7/2022
262414,4,8.98,7/7/2022
266512,4,29.32,7/8/2022
281163,4,1.52,7/11/2022
264295,4,18.48,7/12/2022
280324,4,0.65,7/12/2022
270988,4,2.22,7/13/2022
264476,4,22.45,7/13/2022
281388,4,62.13,7/13/2022
281297,4,0.2,7/13/2022
280134,4,61.62,7/14/2022
264476,4,0.08,7/14/2022
280134,4,15.05,7/15/2022
264476,4,12.32,7/15/2022
280689,4,1.05,7/15/2022
272068,4,0.55,7/16/2022
263076,4,24.23,7/16/2022
281022,4,0.12,7/17/2022
275129,4,33.8,7/17/2022
275129,4,56.77,7/19/2022
261777,4,2.6,7/19/2022
263648,4,5.67,7/20/2022
275129,4,18.7,7/20/2022
280689,4,0.43,7/21/2022
275129,4,38.18,7/21/2022
275129,4,38.22,7/22/2022
263076,4,23.17,7/22/2022
280207,4,172.2,7/24/2022
280207,4,129.07,7/25/2022
275129,4,22.37,7/25/2022
282601,4,22.35,7/26/2022
282761,4,2.48,7/27/2022
275129,4,50.4,7/27/2022
263076,4,26.73,7/28/2022
282978,4,0.72,7/29/2022
273936,4,17.18,8/2/2022
273936,4,1.07,8/3/2022
275490,4,1.7,8/4/2022
267916,4,9.65,8/4/2022
267916,4,34.97,8/5/2022
284063,4,0.13,8/5/2022
267916,4,14.05,8/7/2022
284222,4,0.75,8/7/2022
283452,4,3.25,8/7/2022
283809,4,0.2,8/8/2022
273936,4,1.45,8/8/2022
284342,4,0.12,8/9/2022
284411,4,6.8,8/9/2022
275490,4,24.93,8/9/2022
284576,4,0.98,8/9/2022
273936,4,0.23,8/10/2022
263978,4,0.08,8/11/2022
273936,4,3.42,8/12/2022
263076,4,1.18,8/12/2022
273599,4,0.25,8/12/2022
284063,4,13.72,8/12/2022
279779,4,0.2,8/13/2022
283239,4,0.08,8/15/2022
282183,4,289.05,8/15/2022
265370,4,3.1,8/15/2022
263076,4,6.43,8/15/2022
267916,4,3.83,8/15/2022
285963,4,4.15,8/15/2022
285963,4,26.58,8/16/2022
282183,4,87.28,8/16/2022
267916,4,11.08,8/16/2022
268485,4,14.2,8/16/2022
286269,4,0.27,8/16/2022
286292,4,16.93,8/16/2022
273936,4,3.28,8/16/2022
286355,4,15.93,8/16/2022
285081,4,68.57,8/16/2022
286381,4,0.2,8/16/2022
263354,4,0.65,8/16/2022
276220,4,68.45,8/16/2022
286102,4,0.3,8/16/2022
278304,4,1.95,8/16/2022
286559,4,1.1,8/16/2022
286545,4,0.4,8/16/2022
285731,4,0.05,8/16/2022
277197,4,10.67,8/16/2022
285815,4,26.9,8/16/2022
286717,4,80.08,8/17/2022
286292,4,7.42,8/17/2022
285081,4,64.68,8/17/2022
285815,4,40.13,8/17/2022
286545,4,0.1,8/17/2022
277197,4,10.78,8/17/2022
283886,4,1.4,8/17/2022
276220,4,84.45,8/17/2022
280685,4,268.3,8/17/2022
281084,4,0.07,8/17/2022
286475,4,0.15,8/17/2022
284880,4,1.27,8/17/2022
280685,4,8.27,8/18/2022
286717,4,8.13,8/18/2022
284063,4,7.02,8/18/2022
285081,4,115.82,8/18/2022
273936,4,6.57,8/18/2022
282183,4,0.13,8/18/2022
277197,4,0.47,8/18/2022
267916,4,6.73,8/18/2022
285670,4,0.9,8/18/2022
270988,4,2.47,8/19/2022
273936,4,3.62,8/19/2022
262643,4,44.9,8/19/2022
267916,4,4.17,8/19/2022
286824,4,5.52,8/19/2022
262643,4,67.62,8/20/2022
267916,4,0.32,8/21/2022
